text_id,macro_category,n_cases
es_wr_c1_20_14_2_eae,Extension,1
es_wr_c1_20_14_3_mdgbb,Enhancement,1
es_wr_c1_20_14_3_mts,Extension,1
es_wr_c1_20_14_3_pma,Elaboration,1
es_wr_c1_20_15_14_rgf,Enhancement,3
es_wr_c1_20_17_13_mml,Enhancement,1
es_wr_c1_20_17_3_lcm,Enhancement,1
es_wr_c1_20_17_3_lcm,Extension,1
es_wr_c1_21_11_13_ak,Extension,1
es_wr_c1_21_11_3_dnv,Extension,1
es_wr_c1_21_13_13_mqr,Enhancement,1
es_wr_c1_21_13_13_sml,Enhancement,1
es_wr_c1_21_14_3_amnp,Elaboration,2
es_wr_c1_21_14_3_amnp,Enhancement,1
es_wr_c1_21_14_3_amnp,Extension,2
es_wr_c1_21_15_13_aml,Elaboration,1
es_wr_c1_21_15_13_aml,Enhancement,2
es_wr_c1_21_15_3_amqr,Enhancement,1
es_wr_c1_21_15_3_fram,Elaboration,1
es_wr_c1_21_15_3_fram,Enhancement,1
es_wr_c1_21_15_3_fram,Extension,1
es_wr_c1_21_15_3_iccr,Elaboration,1
es_wr_c1_21_15_3_mdbn,Elaboration,1
es_wr_c1_21_16_3_ilpm,Elaboration,1
es_wr_c1_21_16_3_pcg,Enhancement,1
es_wr_c1_21_16_3_pgm,Enhancement,1
es_wr_c1_21_16_3_pmf,Enhancement,1
es_wr_c1_21_16_3_pva,Extension,1
es_wr_c1_21_18_13_mcs,Enhancement,1
es_wr_c1_22_11_3_rhg,Enhancement,1
es_wr_c1_22_12_14_mvp,Enhancement,1
es_wr_c1_22_13_3_pcb,Enhancement,1
es_wr_c1_22_14_3_clb,Enhancement,1
es_wr_c1_22_15_3_avc,Enhancement,2
es_wr_c1_22_17_3_amv,Enhancement,1
es_wr_c1_22_17_3_mlcj,Enhancement,1
es_wr_c1_22_17_3_mrcc,Elaboration,1
es_wr_c1_22_18_3_imms,Enhancement,1
es_wr_c1_22_19_3_ppc,Elaboration,1
es_wr_c1_22_19_3_ppc,Enhancement,1
es_wr_c1_22_19_3_ppc,Extension,3
es_wr_c1_22_6_13_fz,Enhancement,1
es_wr_c1_23_15_3_jsfd,Enhancement,3
es_wr_c1_23_17_14_cfgm,Elaboration,1
es_wr_c1_23_17_14_cfgm,Extension,1
es_wr_c1_23_19_3_jfog,Elaboration,1
es_wr_c1_23_20_14_ghm,Extension,1
es_wr_c1_24_17_3_bcy,Enhancement,1
es_wr_c1_24_9_13_rtf,Enhancement,1
es_wr_c1_25_18_3_acdc,Enhancement,1
es_wr_c1_25_18_3_acdc,Extension,1
es_wr_c1_26_18_3_mvg,Enhancement,1
es_wr_c1_26_19_3_grt,Elaboration,1
es_wr_c1_26_19_3_grt,Extension,1
es_wr_c1_26_20_3_bmm,Enhancement,1
es_wr_c1_31_17_14_pmm,Enhancement,2
es_wr_c1_33_28_3_mlr,Enhancement,1
es_wr_c1_33_29_3_lfr,Enhancement,1
