text_id,analysis_level,detected_item,feature_code,macro_category,path_2,path_3,path_4,path_5,taxis,raw_count,per_1000,word_count_text,word_count_source
gig_1,inter_paragraph_v2_true_boundaries,even though,interpara_ext_adv,Extension,Adversative,,,,,1,2.710027100271003,369,parser_full_text
gig_1000e,inter_paragraph_v2_true_boundaries,although,interpara_ext_adv,Extension,Adversative,,,,,1,4.166666666666667,240,parser_full_text
gig_1001c,inter_paragraph_v2_true_boundaries,due to,interpara_enh_caus_reason,Enhancement,Causal-Conditional,Reason,,,,1,6.25,160,parser_full_text
gig_1001d,inter_paragraph_v2_true_boundaries,overall,interpara_elab_clar_sum,Elaboration,Clarifying,Summative,,,,1,5.9171597633136095,169,parser_full_text
gig_1001e,inter_paragraph_v2_true_boundaries,although,interpara_ext_adv,Extension,Adversative,,,,,1,3.9840637450199203,251,parser_full_text
gig_1002a,inter_paragraph_v2_true_boundaries,if,interpara_enh_caus_cond_positive,Enhancement,Causal-Conditional,Conditional,Positive,,,3,9.230769230769232,325,parser_full_text
gig_1002a,inter_paragraph_v2_true_boundaries,or,interpara_ext_var_alt,Extension,Variation,Alternative,,,,1,3.076923076923077,325,parser_full_text
gig_1004,inter_paragraph_v2_true_boundaries,if,interpara_enh_caus_cond_positive,Enhancement,Causal-Conditional,Conditional,Positive,,,1,5.524861878453039,181,parser_full_text
gig_1005c,inter_paragraph_v2_true_boundaries,first,interpara_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,2.1598272138228944,463,parser_full_text
gig_1007b,inter_paragraph_v2_true_boundaries,if,interpara_enh_caus_cond_positive,Enhancement,Causal-Conditional,Conditional,Positive,,,1,3.215434083601286,311,parser_full_text
gig_100a,inter_paragraph_v2_true_boundaries,even though,interpara_ext_adv,Extension,Adversative,,,,,1,3.4965034965034967,286,parser_full_text
gig_1010b,inter_paragraph_v2_true_boundaries,if,interpara_enh_caus_cond_positive,Enhancement,Causal-Conditional,Conditional,Positive,,,1,1.5360983102918586,651,parser_full_text
gig_1011,inter_paragraph_v2_true_boundaries,after,interpara_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,1.9646365422396854,509,parser_full_text
gig_1011,inter_paragraph_v2_true_boundaries,next,interpara_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,1.9646365422396854,509,parser_full_text
gig_1011,inter_paragraph_v2_true_boundaries,then,interpara_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,1.9646365422396854,509,parser_full_text
gig_1011,inter_paragraph_v2_true_boundaries,using,interpara_enh_manner_means,Enhancement,Manner,Means,,,,1,1.9646365422396854,509,parser_full_text
gig_1012,inter_paragraph_v2_true_boundaries,after,interpara_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,2.314814814814815,432,parser_full_text
gig_1012,inter_paragraph_v2_true_boundaries,if,interpara_enh_caus_cond_positive,Enhancement,Causal-Conditional,Conditional,Positive,,,4,9.25925925925926,432,parser_full_text
gig_1012,inter_paragraph_v2_true_boundaries,then,interpara_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,2.314814814814815,432,parser_full_text
gig_1012,inter_paragraph_v2_true_boundaries,using,interpara_enh_manner_means,Enhancement,Manner,Means,,,,1,2.314814814814815,432,parser_full_text
gig_1013,inter_paragraph_v2_true_boundaries,after,interpara_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,3.048780487804878,328,parser_full_text
gig_1014b,inter_paragraph_v2_true_boundaries,if,interpara_enh_caus_cond_positive,Enhancement,Causal-Conditional,Conditional,Positive,,,4,14.388489208633095,278,parser_full_text
gig_1014b,inter_paragraph_v2_true_boundaries,then,interpara_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,3.5971223021582737,278,parser_full_text
gig_1014c,inter_paragraph_v2_true_boundaries,or,interpara_ext_var_alt,Extension,Variation,Alternative,,,,1,2.638522427440633,379,parser_full_text
gig_1015a,inter_paragraph_v2_true_boundaries,finally,interpara_elab_clar_sum,Elaboration,Clarifying,Summative,,,,1,0.9606147934678194,1041,parser_full_text
gig_1015a,inter_paragraph_v2_true_boundaries,in addition,interpara_ext_add_positive,Extension,Addition,Positive,,,,1,0.9606147934678194,1041,parser_full_text
gig_1015a,inter_paragraph_v2_true_boundaries,in conclusion,interpara_elab_clar_sum,Elaboration,Clarifying,Summative,,,,1,0.9606147934678194,1041,parser_full_text
gig_1015b,inter_paragraph_v2_true_boundaries,furthermore,interpara_ext_add_positive,Extension,Addition,Positive,,,,1,1.288659793814433,776,parser_full_text
gig_1015b,inter_paragraph_v2_true_boundaries,overall,interpara_elab_clar_sum,Elaboration,Clarifying,Summative,,,,1,1.288659793814433,776,parser_full_text
gig_1015c,inter_paragraph_v2_true_boundaries,finally,interpara_elab_clar_sum,Elaboration,Clarifying,Summative,,,,1,1.9607843137254901,510,parser_full_text
gig_1015c,inter_paragraph_v2_true_boundaries,throughout,interpara_enh_spatio_temporal_complex_durative,Enhancement,Spatio-temporal,Complex,Durative,,,1,1.9607843137254901,510,parser_full_text
gig_1015d,inter_paragraph_v2_true_boundaries,overall,interpara_elab_clar_sum,Elaboration,Clarifying,Summative,,,,1,1.0395010395010396,962,parser_full_text
gig_1015d,inter_paragraph_v2_true_boundaries,throughout,interpara_enh_spatio_temporal_complex_durative,Enhancement,Spatio-temporal,Complex,Durative,,,1,1.0395010395010396,962,parser_full_text
gig_1015e,inter_paragraph_v2_true_boundaries,finally,interpara_elab_clar_sum,Elaboration,Clarifying,Summative,,,,1,1.5432098765432098,648,parser_full_text
gig_1015f,inter_paragraph_v2_true_boundaries,on the other hand,interpara_ext_adv,Extension,Adversative,,,,,1,3.6363636363636362,275,parser_full_text
gig_1015g,inter_paragraph_v2_true_boundaries,however,interpara_ext_adv,Extension,Adversative,,,,,1,2.293577981651376,436,parser_full_text
gig_1015h,inter_paragraph_v2_true_boundaries,finally,interpara_elab_clar_sum,Elaboration,Clarifying,Summative,,,,1,2.150537634408602,465,parser_full_text
gig_1015h,inter_paragraph_v2_true_boundaries,later,interpara_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,2.150537634408602,465,parser_full_text
gig_1015i,inter_paragraph_v2_true_boundaries,or,interpara_ext_var_alt,Extension,Variation,Alternative,,,,1,1.763668430335097,567,parser_full_text
gig_1015k,inter_paragraph_v2_true_boundaries,or,interpara_ext_var_alt,Extension,Variation,Alternative,,,,1,1.7271157167530224,579,parser_full_text
gig_1015l,inter_paragraph_v2_true_boundaries,in addition,interpara_ext_add_positive,Extension,Addition,Positive,,,,1,3.3112582781456954,302,parser_full_text
gig_1015m,inter_paragraph_v2_true_boundaries,furthermore,interpara_ext_add_positive,Extension,Addition,Positive,,,,1,1.890359168241966,529,parser_full_text
gig_1015m,inter_paragraph_v2_true_boundaries,in addition,interpara_ext_add_positive,Extension,Addition,Positive,,,,1,1.890359168241966,529,parser_full_text
gig_1015n,inter_paragraph_v2_true_boundaries,finally,interpara_elab_clar_sum,Elaboration,Clarifying,Summative,,,,1,2.4752475247524752,404,parser_full_text
gig_1015n,inter_paragraph_v2_true_boundaries,throughout,interpara_enh_spatio_temporal_complex_durative,Enhancement,Spatio-temporal,Complex,Durative,,,1,2.4752475247524752,404,parser_full_text
gig_1015o,inter_paragraph_v2_true_boundaries,finally,interpara_elab_clar_sum,Elaboration,Clarifying,Summative,,,,1,1.5151515151515151,660,parser_full_text
gig_1015o,inter_paragraph_v2_true_boundaries,furthermore,interpara_ext_add_positive,Extension,Addition,Positive,,,,1,1.5151515151515151,660,parser_full_text
gig_1015o,inter_paragraph_v2_true_boundaries,on the other hand,interpara_ext_adv,Extension,Adversative,,,,,1,1.5151515151515151,660,parser_full_text
gig_1015o,inter_paragraph_v2_true_boundaries,that morning,interpara_enh_spatio_temporal_complex_specific,Enhancement,Spatio-temporal,Complex,Specific,,,1,1.5151515151515151,660,parser_full_text
gig_1015p,inter_paragraph_v2_true_boundaries,later on,interpara_enh_spatio_temporal_complex_interrupted,Enhancement,Spatio-temporal,Complex,Interrupted,,,1,3.787878787878788,264,parser_full_text
gig_1015p,inter_paragraph_v2_true_boundaries,throughout,interpara_enh_spatio_temporal_complex_durative,Enhancement,Spatio-temporal,Complex,Durative,,,1,3.787878787878788,264,parser_full_text
gig_1015q,inter_paragraph_v2_true_boundaries,another,interpara_ext_add_positive,Extension,Addition,Positive,,,,1,1.5313935681470139,653,parser_full_text
gig_1015q,inter_paragraph_v2_true_boundaries,on the other hand,interpara_ext_adv,Extension,Adversative,,,,,1,1.5313935681470139,653,parser_full_text
gig_1016a,inter_paragraph_v2_true_boundaries,however,interpara_ext_adv,Extension,Adversative,,,,,1,2.785515320334262,359,parser_full_text
gig_1016d,inter_paragraph_v2_true_boundaries,however,interpara_ext_adv,Extension,Adversative,,,,,1,2.865329512893983,349,parser_full_text
gig_1017e,inter_paragraph_v2_true_boundaries,another,interpara_ext_add_positive,Extension,Addition,Positive,,,,1,4.854368932038835,206,parser_full_text
gig_1017h,inter_paragraph_v2_true_boundaries,another,interpara_ext_add_positive,Extension,Addition,Positive,,,,1,1.8281535648994516,547,parser_full_text
gig_1017h,inter_paragraph_v2_true_boundaries,moreover,interpara_ext_add_positive,Extension,Addition,Positive,,,,1,1.8281535648994516,547,parser_full_text
gig_1017m,inter_paragraph_v2_true_boundaries,or,interpara_ext_var_alt,Extension,Variation,Alternative,,,,1,3.5460992907801416,282,parser_full_text
gig_1017p,inter_paragraph_v2_true_boundaries,ultimately,interpara_elab_clar_sum,Elaboration,Clarifying,Summative,,,,1,3.401360544217687,294,parser_full_text
gig_1017q,inter_paragraph_v2_true_boundaries,lastly,interpara_enh_spatio_temporal_simple_concl,Enhancement,Spatio-temporal,Simple,Conclusive,,,1,2.6525198938992043,377,parser_full_text
gig_1018a,inter_paragraph_v2_true_boundaries,another,interpara_ext_add_positive,Extension,Addition,Positive,,,,1,1.8691588785046729,535,parser_full_text
gig_1018b,inter_paragraph_v2_true_boundaries,or,interpara_ext_var_alt,Extension,Variation,Alternative,,,,1,2.881844380403458,347,parser_full_text
gig_1018c,inter_paragraph_v2_true_boundaries,in reality,interpara_elab_clar_verif,Elaboration,Clarifying,Verificative,,,,1,2.1739130434782608,460,parser_full_text
gig_1018e,inter_paragraph_v2_true_boundaries,another,interpara_ext_add_positive,Extension,Addition,Positive,,,,1,2.0408163265306123,490,parser_full_text
gig_1018e,inter_paragraph_v2_true_boundaries,however,interpara_ext_adv,Extension,Adversative,,,,,1,2.0408163265306123,490,parser_full_text
gig_1018e,inter_paragraph_v2_true_boundaries,in conclusion,interpara_elab_clar_sum,Elaboration,Clarifying,Summative,,,,1,2.0408163265306123,490,parser_full_text
gig_1019a,inter_paragraph_v2_true_boundaries,due to this,interpara_enh_caus_general,Enhancement,Causal-Conditional,General,,,,1,2.0,500,parser_full_text
gig_1019a,inter_paragraph_v2_true_boundaries,moreover,interpara_ext_add_positive,Extension,Addition,Positive,,,,1,2.0,500,parser_full_text
gig_1019b,inter_paragraph_v2_true_boundaries,in addition,interpara_ext_add_positive,Extension,Addition,Positive,,,,1,2.5906735751295336,386,parser_full_text
gig_1019d,inter_paragraph_v2_true_boundaries,another,interpara_ext_add_positive,Extension,Addition,Positive,,,,1,1.392757660167131,718,parser_full_text
gig_1019d,inter_paragraph_v2_true_boundaries,however,interpara_ext_adv,Extension,Adversative,,,,,1,1.392757660167131,718,parser_full_text
gig_1019d,inter_paragraph_v2_true_boundaries,to conclude,interpara_elab_clar_sum,Elaboration,Clarifying,Summative,,,,1,1.392757660167131,718,parser_full_text
gig_1019e,inter_paragraph_v2_true_boundaries,also,interpara_ext_add_positive,Extension,Addition,Positive,,,,1,2.08768267223382,479,parser_full_text
gig_1019e,inter_paragraph_v2_true_boundaries,another,interpara_ext_add_positive,Extension,Addition,Positive,,,,1,2.08768267223382,479,parser_full_text
gig_1019e,inter_paragraph_v2_true_boundaries,throughout,interpara_enh_spatio_temporal_complex_durative,Enhancement,Spatio-temporal,Complex,Durative,,,1,2.08768267223382,479,parser_full_text
gig_1019e,inter_paragraph_v2_true_boundaries,to conclude,interpara_elab_clar_sum,Elaboration,Clarifying,Summative,,,,1,2.08768267223382,479,parser_full_text
gig_1019g,inter_paragraph_v2_true_boundaries,but,interpara_ext_adv,Extension,Adversative,,,,,1,3.401360544217687,294,parser_full_text
