text_id,detected_item,n_cases
es_wr_b1_19_13_3_rgb,finally,1
es_wr_b1_19_14_14_lrs,finally,1
es_wr_b1_19_14_3_cpl,so,1
es_wr_b1_19_15_3_ahp,finally,1
es_wr_b1_19_15_3_lsm,at night,1
es_wr_b1_19_15_3_r,however,1
es_wr_b1_19_15_3_r,in light of,1
es_wr_b1_19_16_3_apc,after,1
es_wr_b1_19_16_3_apc,but,1
es_wr_b1_20_10_13_ibf,finally,1
es_wr_b1_20_12_3_sos,after,1
es_wr_b1_20_14_13_npg,furthermore,1
es_wr_b1_20_14_13_npg,the next morning,1
es_wr_b1_20_14_14_asr,since,1
es_wr_b1_20_14_14_fmj,after,1
es_wr_b1_20_14_14_fmj,at this moment,1
es_wr_b1_20_14_14_fmj,because of this,1
es_wr_b1_20_14_14_fmj,finally,1
es_wr_b1_20_14_14_fmj,next,1
es_wr_b1_20_15_3_pmr,in conclusion,1
es_wr_b1_20_17_14_agm,finally,1
es_wr_b1_21_13_13_moc,however,1
es_wr_b1_21_13_13_pjl,finally,1
es_wr_b1_21_13_14_apt,first of all,1
es_wr_b1_21_15_3_bsm,in spite of that,1
es_wr_b1_21_15_3_spdlh,in light of,1
es_wr_b1_21_16_3_cmg,even though,1
es_wr_b1_21_16_3_cvm,in conclusion,1
es_wr_b1_21_16_3_mdm,in conclusion,1
es_wr_b1_21_16_3_mnl,consequently,1
es_wr_b1_21_17_13_al,finally,1
es_wr_b1_21_17_3_art,in fact,1
es_wr_b1_21_18_14_pjl,finally,1
es_wr_b1_21_6_3_arr,but,1
es_wr_b1_21_6_3_lgr,before,1
es_wr_b1_22_16_14_agg,later,1
es_wr_b1_22_16_3_jaa,finally,1
es_wr_b1_22_16_3_jaa,on the other hand,1
es_wr_b1_22_16_3_vpj,at first,1
es_wr_b1_22_16_3_vpj,finally,1
es_wr_b1_22_16_3_vpj,however,1
es_wr_b1_22_16_3_vpj,later,1
es_wr_b1_22_17_13_jla,finally,1
es_wr_b1_23_11_13_elc,finally,1
es_wr_b1_23_11_3_plt,while,1
es_wr_b1_23_17_13_ap,because,1
es_wr_b1_23_17_13_ap,in the end,1
es_wr_b1_23_17_13_ap,next,1
es_wr_b1_23_17_3_cip,afterwards,1
es_wr_b1_24_18_14_gb,first,1
es_wr_b1_24_18_14_gb,then,1
es_wr_b1_24_1_3_eh,by the way,1
es_wr_b1_25_10_3_amrh,while,1
es_wr_b1_25_20_3_adr,in the end,1
es_wr_b1_26_2_3_cme,but,1
es_wr_b1_26_2_3_cme,so,1
es_wr_b1_27_8_13_mhj,however,1
es_wr_b1_27_8_3_ajrp,in that,1
es_wr_b1_27_unknown_13_esh,the next morning,1
es_wr_b1_28_25_14_emgs,in fact,1
es_wr_b1_31_26_3_emsh,however,1
es_wr_b1_32_26_3_ymm,finally,1
es_wr_b1_44_15_13_ljnv,in the morning,1
es_wr_b1_45_35_13_er,after,1
es_wr_b1_46_4_3_ja,at this point,1
es_wr_b1_56_1_14_cfo,afterwards,1
es_wr_b1_56_1_14_cfo,then,1
es_wr_b1_57_10_3_rpg,although,1
es_wr_b1_57_10_3_rpg,finally,1
es_wr_b2_18_10_14_lcf,after that,1
es_wr_b2_18_10_14_lcf,finally,1
es_wr_b2_18_10_14_lcf,first,1
es_wr_b2_18_12_14_lha,and,1
es_wr_b2_18_12_14_lha,meanwhile,1
es_wr_b2_18_12_14_psr,finally,1
es_wr_b2_18_12_3_emp,then,1
es_wr_b2_18_12_3_jmo,after that,1
es_wr_b2_18_12_3_jmo,and,2
es_wr_b2_18_12_3_rrg,despite,1
es_wr_b2_18_13_13_cm,while,1
es_wr_b2_18_15_3_agm,at first,1
es_wr_b2_19_10_13_jgc,however,1
es_wr_b2_19_10_13_jgc,next,1
es_wr_b2_19_12_3_gsm,however,1
es_wr_b2_19_13_13_mbr,then,1
es_wr_b2_19_13_13_milf,the next morning,1
es_wr_b2_19_13_14_hga,while,1
es_wr_b2_19_13_3_af,without,1
es_wr_b2_19_13_3_mjmm,if,1
es_wr_b2_19_14_3_fjpm,also,1
es_wr_b2_19_14_3_fjpm,but,1
es_wr_b2_19_14_3_fjpm,once,1
es_wr_b2_19_14_3_iga,but,1
es_wr_b2_19_15_3_gsl,after,1
es_wr_b2_19_15_3_gsl,finally,1
es_wr_b2_19_15_3_ycmm,meanwhile,1
es_wr_b2_19_16_3_cnh,finally,1
es_wr_b2_19_17_3_imc,to conclude,1
es_wr_b2_19_unknown_13_rgc,while,1
es_wr_b2_20_10_14_rbg,finally,1
es_wr_b2_20_10_14_rbg,first,1
es_wr_b2_20_11_13_mms,finally,1
es_wr_b2_20_11_13_mms,so,1
es_wr_b2_20_12_14_acg,after that,1
es_wr_b2_20_12_14_acg,finally,1
es_wr_b2_20_12_3_nllb,but,1
es_wr_b2_20_13_3_pgg,however,1
es_wr_b2_20_14_3_hatv,nevertheless,1
