level,macro_category,subcategory,relation,taxis,connector
inter_paragraph,Enhancement,Matter,Positive,,with regard to this point
inter_paragraph,Enhancement,Matter,Positive,,with respect to this issue
inter_paragraph,Enhancement,Matter,Positive,,with respect to that
inter_paragraph,Enhancement,Matter,Positive,,as for this
inter_paragraph,Enhancement,Matter,Positive,,as for the matter
inter_paragraph,Enhancement,Matter,Positive,,as for the issue
inter_paragraph,Enhancement,Matter,Positive,,in this respect
inter_paragraph,Enhancement,Matter,Positive,,in that regard
inter_paragraph,Enhancement,Matter,Positive,,in this regard
inter_paragraph,Enhancement,Matter,Positive,,in respect of
inter_paragraph,Enhancement,Matter,Positive,,in respect to
inter_paragraph,Enhancement,Matter,Positive,,relating to
inter_paragraph,Enhancement,Matter,Positive,,related to
inter_paragraph,Enhancement,Matter,Positive,,as far as this is concerned
inter_paragraph,Enhancement,Matter,Positive,,as far as that is concerned
inter_paragraph,Enhancement,Matter,Positive,,as concerns
inter_paragraph,Enhancement,Matter,Positive,,as it concerns
inter_paragraph,Enhancement,Matter,Positive,,as it relates to
inter_paragraph,Enhancement,Matter,Positive,,on this matter
inter_paragraph,Enhancement,Matter,Positive,,on that matter
inter_paragraph,Enhancement,Matter,Positive,,on this issue
inter_paragraph,Enhancement,Matter,Positive,,on that issue
inter_paragraph,Enhancement,Matter,Positive,,on the matter of
inter_paragraph,Enhancement,Matter,Positive,,on the issue of
inter_paragraph,Enhancement,Matter,Positive,,when it comes to
inter_paragraph,Enhancement,Matter,Positive,,when considering
inter_paragraph,Enhancement,Matter,Positive,,in terms of
inter_paragraph,Enhancement,Matter,Positive,,in the context of
inter_paragraph,Enhancement,Matter,Positive,,in the case of
inter_paragraph,Enhancement,Matter,Positive,,in the area of
inter_paragraph,Enhancement,Matter,Positive,,in the domain of
inter_paragraph,Enhancement,Matter,Positive,,in the field of
inter_paragraph,Enhancement,Matter,Positive,,in the subject of
inter_paragraph,Enhancement,Matter,Positive,,regarding the question of
inter_paragraph,Enhancement,Matter,Positive,,with respect to the matter of
inter_paragraph,Enhancement,Matter,Positive,,from the perspective of
inter_paragraph,Enhancement,Matter,Positive,,from the standpoint of
inter_paragraph,Enhancement,Matter,Positive,,from the viewpoint of
inter_paragraph,Enhancement,Matter,Positive,,speaking of
inter_paragraph,Enhancement,Matter,Positive,,speaking about
inter_paragraph,Enhancement,Matter,Positive,,touching on
inter_paragraph,Enhancement,Matter,Positive,,touching upon
inter_paragraph,Enhancement,Matter,Positive,,as touching
inter_paragraph,Enhancement,Matter,Positive,,as pertains to
inter_paragraph,Enhancement,Matter,Negative,,in other respects
inter_paragraph,Enhancement,Matter,Negative,,elsewhere
inter_paragraph,Enhancement,Matter,Negative,,apart from this
inter_paragraph,Enhancement,Matter,Negative,,outside of this
inter_paragraph,Enhancement,Matter,Negative,,not regarding
inter_paragraph,Enhancement,Matter,Negative,,irrespective of
inter_paragraph,Enhancement,Matter,Negative,,independent of
inter_paragraph,Enhancement,Matter,Negative,,off topic
inter_paragraph,Enhancement,Matter,Negative,,without regard to
inter_paragraph,Enhancement,Matter,Negative,,not concerning
inter_paragraph,Enhancement,Matter,Negative,,apart from that topic
inter_paragraph,Enhancement,Matter,Negative,,in no other respect
inter_paragraph,Enhancement,Matter,Negative,,in no respect
inter_paragraph,Enhancement,Matter,Negative,,in no way related to
inter_paragraph,Enhancement,Matter,Negative,,unrelated to
inter_paragraph,Enhancement,Matter,Negative,,not related to
inter_paragraph,Enhancement,Matter,Negative,,not relevant to
inter_paragraph,Enhancement,Matter,Negative,,irrelevant to
inter_paragraph,Enhancement,Matter,Negative,,irrespective of this topic
inter_paragraph,Enhancement,Matter,Negative,,irrespective of that issue
inter_paragraph,Enhancement,Matter,Negative,,irrespective of the matter
inter_paragraph,Enhancement,Matter,Negative,,separate from this
inter_paragraph,Enhancement,Matter,Negative,,separate from that
inter_paragraph,Enhancement,Matter,Negative,,distinct from this
inter_paragraph,Enhancement,Matter,Negative,,distinct from that
inter_paragraph,Enhancement,Matter,Negative,,removed from this issue
inter_paragraph,Enhancement,Matter,Negative,,removed from that domain
inter_paragraph,Enhancement,Matter,Negative,,outside the scope of
inter_paragraph,Enhancement,Matter,Negative,,beyond the scope of
inter_paragraph,Enhancement,Matter,Negative,,outside the bounds of
inter_paragraph,Enhancement,Matter,Negative,,beyond these bounds
inter_paragraph,Enhancement,Matter,Negative,,beyond this issue
inter_paragraph,Enhancement,Matter,Negative,,beyond the matter of
inter_paragraph,Enhancement,Matter,Negative,,beyond consideration of
inter_paragraph,Enhancement,Matter,Negative,,aside from this issue
inter_paragraph,Enhancement,Matter,Negative,,aside from that issue
inter_paragraph,Enhancement,Matter,Negative,,aside from this matter
inter_paragraph,Enhancement,Matter,Negative,,aside from that matter
inter_paragraph,Enhancement,Matter,Negative,,apart from the question of
inter_paragraph,Enhancement,Matter,Negative,,independent from this
inter_paragraph,Enhancement,Matter,Negative,,independent from that
inter_paragraph,Enhancement,Matter,Negative,,unrelated to this issue
inter_paragraph,Enhancement,Matter,Negative,,unrelated to that issue
inter_paragraph,Enhancement,Matter,Negative,,irrelevant in this respect
inter_paragraph,Enhancement,Matter,Negative,,irrelevant in that respect
inter_paragraph,Enhancement,Matter,Negative,,nothing to do with
inter_paragraph,Enhancement,Matter,Negative,,having nothing to do with
inter_paragraph,Enhancement,Matter,Negative,,disconnected from
inter_paragraph,Enhancement,Matter,Negative,,detached from
inter_paragraph,Enhancement,Matter,Negative,,not within the domain of
inter_paragraph,Enhancement,Matter,Negative,,not within the field of
inter_paragraph,Enhancement,Matter,Negative,,not within the context of
inter_paragraph,Enhancement,Matter,Negative,,not in the area of
inter_paragraph,Enhancement,Matter,Negative,,not in this respect
inter_paragraph,Enhancement,Matter,Negative,,not in that respect
