level,connector,path_1,path_2,path_3,path_4,path_5,macro_category,connector_lower,include_main_v2
intra_sentential,and,Enhancement,Temporal,Simultaneous,paratactic,,Enhancement,and,True
intra_sentential,meanwhile,Enhancement,Temporal,Simultaneous,paratactic,,Enhancement,meanwhile,True
intra_sentential,at the same time,Enhancement,Temporal,Simultaneous,paratactic,,Enhancement,at the same time,True
intra_sentential,simultaneously,Enhancement,Temporal,Simultaneous,paratactic,,Enhancement,simultaneously,True
intra_sentential,just then,Enhancement,Temporal,Simultaneous,paratactic,,Enhancement,just then,True
intra_sentential,while,Enhancement,Temporal,Simultaneous,hypotactic,,Enhancement,while,True
intra_sentential,as,Enhancement,Temporal,Simultaneous,hypotactic,,Enhancement,as,True
intra_sentential,when,Enhancement,Temporal,Simultaneous,hypotactic,,Enhancement,when,True
intra_sentential,whilst,Enhancement,Temporal,Simultaneous,hypotactic,,Enhancement,whilst,True
intra_sentential,just as,Enhancement,Temporal,Simultaneous,hypotactic,,Enhancement,just as,True
intra_sentential,then,Enhancement,Temporal,Later,paratactic,,Enhancement,then,True
intra_sentential,afterwards,Enhancement,Temporal,Later,paratactic,,Enhancement,afterwards,True
intra_sentential,subsequently,Enhancement,Temporal,Later,paratactic,,Enhancement,subsequently,True
intra_sentential,later on,Enhancement,Temporal,Later,paratactic,,Enhancement,later on,True
intra_sentential,next,Enhancement,Temporal,Later,paratactic,,Enhancement,next,True
intra_sentential,after,Enhancement,Temporal,Later,hypotactic,,Enhancement,after,True
intra_sentential,since,Enhancement,Temporal,Later,hypotactic,,Enhancement,since,True
intra_sentential,once,Enhancement,Temporal,Later,hypotactic,,Enhancement,once,True
intra_sentential,when,Enhancement,Temporal,Later,hypotactic,,Enhancement,when,True
intra_sentential,as soon as,Enhancement,Temporal,Later,hypotactic,,Enhancement,as soon as,True
intra_sentential,before that,Enhancement,Temporal,Earlier,paratactic,,Enhancement,before that,True
intra_sentential,previously,Enhancement,Temporal,Earlier,paratactic,,Enhancement,previously,True
intra_sentential,earlier,Enhancement,Temporal,Earlier,paratactic,,Enhancement,earlier,True
intra_sentential,until then,Enhancement,Temporal,Earlier,paratactic,,Enhancement,until then,True
intra_sentential,hitherto,Enhancement,Temporal,Earlier,paratactic,,Enhancement,hitherto,True
intra_sentential,before,Enhancement,Temporal,Earlier,hypotactic,,Enhancement,before,True
intra_sentential,until,Enhancement,Temporal,Earlier,hypotactic,,Enhancement,until,True
intra_sentential,till,Enhancement,Temporal,Earlier,hypotactic,,Enhancement,till,True
intra_sentential,prior to,Enhancement,Temporal,Earlier,hypotactic,,Enhancement,prior to,True
intra_sentential,by the time,Enhancement,Temporal,Earlier,hypotactic,,Enhancement,by the time,True
intra_sentential,finally,Enhancement,Temporal,Conclusive,paratactic,,Enhancement,finally,True
intra_sentential,in the end,Enhancement,Temporal,Conclusive,paratactic,,Enhancement,in the end,True
intra_sentential,last of all,Enhancement,Temporal,Conclusive,paratactic,,Enhancement,last of all,True
intra_sentential,so,Enhancement,Causal-Conditional,Reason,paratactic,,Enhancement,so,True
intra_sentential,and so,Enhancement,Causal-Conditional,Reason,paratactic,,Enhancement,and so,True
intra_sentential,therefore,Enhancement,Causal-Conditional,Reason,paratactic,,Enhancement,therefore,True
intra_sentential,thus,Enhancement,Causal-Conditional,Reason,paratactic,,Enhancement,thus,True
intra_sentential,hence,Enhancement,Causal-Conditional,Reason,paratactic,,Enhancement,hence,True
intra_sentential,consequently,Enhancement,Causal-Conditional,Reason,paratactic,,Enhancement,consequently,True
intra_sentential,because,Enhancement,Causal-Conditional,Reason,hypotactic,,Enhancement,because,True
intra_sentential,as,Enhancement,Causal-Conditional,Reason,hypotactic,,Enhancement,as,True
intra_sentential,since,Enhancement,Causal-Conditional,Reason,hypotactic,,Enhancement,since,True
intra_sentential,given that,Enhancement,Causal-Conditional,Reason,hypotactic,,Enhancement,given that,True
intra_sentential,due to the fact that,Enhancement,Causal-Conditional,Reason,hypotactic,,Enhancement,due to the fact that,True
intra_sentential,in consequence,Enhancement,Causal-Conditional,Result,paratactic,,Enhancement,in consequence,True
intra_sentential,as a result,Enhancement,Causal-Conditional,Result,paratactic,,Enhancement,as a result,True
intra_sentential,so that,Enhancement,Causal-Conditional,Result,hypotactic,,Enhancement,so that,True
intra_sentential,such that,Enhancement,Causal-Conditional,Result,hypotactic,,Enhancement,such that,True
intra_sentential,for this purpose,Enhancement,Causal-Conditional,Purpose,paratactic,,Enhancement,for this purpose,True
intra_sentential,with this in view,Enhancement,Causal-Conditional,Purpose,paratactic,,Enhancement,with this in view,True
intra_sentential,so that,Enhancement,Causal-Conditional,Purpose,hypotactic,,Enhancement,so that,True
intra_sentential,in order that,Enhancement,Causal-Conditional,Purpose,hypotactic,,Enhancement,in order that,True
intra_sentential,that,Enhancement,Causal-Conditional,Purpose,hypotactic,,Enhancement,that,True
intra_sentential,lest,Enhancement,Causal-Conditional,Purpose,hypotactic,,Enhancement,lest,True
intra_sentential,for fear that,Enhancement,Causal-Conditional,Purpose,hypotactic,,Enhancement,for fear that,True
intra_sentential,in that case,Enhancement,Causal-Conditional,Conditional,paratactic,,Enhancement,in that case,True
intra_sentential,then,Enhancement,Causal-Conditional,Conditional,paratactic,,Enhancement,then,True
intra_sentential,under the circumstances,Enhancement,Causal-Conditional,Conditional,paratactic,,Enhancement,under the circumstances,True
intra_sentential,if,Enhancement,Causal-Conditional,Conditional,hypotactic,,Enhancement,if,True
intra_sentential,unless,Enhancement,Causal-Conditional,Conditional,hypotactic,,Enhancement,unless,True
intra_sentential,provided that,Enhancement,Causal-Conditional,Conditional,hypotactic,,Enhancement,provided that,True
intra_sentential,assuming that,Enhancement,Causal-Conditional,Conditional,hypotactic,,Enhancement,assuming that,True
intra_sentential,in case,Enhancement,Causal-Conditional,Conditional,hypotactic,,Enhancement,in case,True
intra_sentential,only if,Enhancement,Causal-Conditional,Conditional,hypotactic,,Enhancement,only if,True
intra_sentential,but,Enhancement,Causal-Conditional,Concessive,paratactic,,Enhancement,but,True
intra_sentential,yet,Enhancement,Causal-Conditional,Concessive,paratactic,,Enhancement,yet,True
intra_sentential,still,Enhancement,Causal-Conditional,Concessive,paratactic,,Enhancement,still,True
intra_sentential,nevertheless,Enhancement,Causal-Conditional,Concessive,paratactic,,Enhancement,nevertheless,True
intra_sentential,however,Enhancement,Causal-Conditional,Concessive,paratactic,,Enhancement,however,True
intra_sentential,even so,Enhancement,Causal-Conditional,Concessive,paratactic,,Enhancement,even so,True
intra_sentential,despite this,Enhancement,Causal-Conditional,Concessive,paratactic,,Enhancement,despite this,True
intra_sentential,all the same,Enhancement,Causal-Conditional,Concessive,paratactic,,Enhancement,all the same,True
intra_sentential,although,Enhancement,Causal-Conditional,Concessive,hypotactic,,Enhancement,although,True
intra_sentential,even though,Enhancement,Causal-Conditional,Concessive,hypotactic,,Enhancement,even though,True
intra_sentential,while,Enhancement,Causal-Conditional,Concessive,hypotactic,,Enhancement,while,True
intra_sentential,though,Enhancement,Causal-Conditional,Concessive,hypotactic,,Enhancement,though,True
intra_sentential,despite the fact that,Enhancement,Causal-Conditional,Concessive,hypotactic,,Enhancement,despite the fact that,True
intra_sentential,thus,Enhancement,Manner,Means,paratactic,,Enhancement,thus,True
intra_sentential,thereby,Enhancement,Manner,Means,paratactic,,Enhancement,thereby,True
intra_sentential,by this means,Enhancement,Manner,Means,paratactic,,Enhancement,by this means,True
intra_sentential,by,Enhancement,Manner,Means,hypotactic,,Enhancement,by,True
intra_sentential,through,Enhancement,Manner,Means,hypotactic,,Enhancement,through,True
intra_sentential,by means of,Enhancement,Manner,Means,hypotactic,,Enhancement,by means of,True
intra_sentential,via,Enhancement,Manner,Means,hypotactic,,Enhancement,via,True
intra_sentential,using,Enhancement,Manner,Means,hypotactic,,Enhancement,using,True
intra_sentential,and similarly,Enhancement,Manner,Comparison,paratactic,,Enhancement,and similarly,True
intra_sentential,so,Enhancement,Manner,Comparison,paratactic,,Enhancement,so,True
intra_sentential,thus,Enhancement,Manner,Comparison,paratactic,,Enhancement,thus,True
intra_sentential,likewise,Enhancement,Manner,Comparison,paratactic,,Enhancement,likewise,True
intra_sentential,in the same way,Enhancement,Manner,Comparison,paratactic,,Enhancement,in the same way,True
intra_sentential,as if,Enhancement,Manner,Comparison,hypotactic,,Enhancement,as if,True
intra_sentential,like,Enhancement,Manner,Comparison,hypotactic,,Enhancement,like,True
intra_sentential,the way,Enhancement,Manner,Comparison,hypotactic,,Enhancement,the way,True
intra_sentential,as though,Enhancement,Manner,Comparison,hypotactic,,Enhancement,as though,True
intra_sentential,in a way that,Enhancement,Manner,Comparison,hypotactic,,Enhancement,in a way that,True
intra_sentential,in a different way,Enhancement,Manner,Comparison_Negative,paratactic,,Enhancement,in a different way,True
intra_sentential,otherwise,Enhancement,Manner,Comparison_Negative,paratactic,,Enhancement,otherwise,True
intra_sentential,and there,Enhancement,Spatial,Same Place,paratactic,,Enhancement,and there,True
intra_sentential,here,Enhancement,Spatial,Same Place,paratactic,,Enhancement,here,True
intra_sentential,in that place,Enhancement,Spatial,Same Place,paratactic,,Enhancement,in that place,True
intra_sentential,in the same place,Enhancement,Spatial,Same Place,paratactic,,Enhancement,in the same place,True
intra_sentential,where,Enhancement,Spatial,Same Place,hypotactic,,Enhancement,where,True
intra_sentential,wherever,Enhancement,Spatial,Same Place,hypotactic,,Enhancement,wherever,True
intra_sentential,in which,Enhancement,Spatial,Same Place,hypotactic,,Enhancement,in which,True
intra_sentential,at which,Enhancement,Spatial,Same Place,hypotactic,,Enhancement,at which,True
intra_sentential,elsewhere,Enhancement,Spatial,Different Place,paratactic,,Enhancement,elsewhere,True
intra_sentential,in another place,Enhancement,Spatial,Different Place,paratactic,,Enhancement,in another place,True
intra_sentential,away from,Enhancement,Spatial,Different Place,hypotactic,,Enhancement,away from,True
intra_sentential,beyond,Enhancement,Spatial,Different Place,hypotactic,,Enhancement,beyond,True
intra_sentential,outside of,Enhancement,Spatial,Different Place,hypotactic,,Enhancement,outside of,True
intra_sentential,in that respect,Enhancement,Matter,Positive,paratactic,,Enhancement,in that respect,True
intra_sentential,as to that,Enhancement,Matter,Positive,paratactic,,Enhancement,as to that,True
intra_sentential,in this regard,Enhancement,Matter,Positive,paratactic,,Enhancement,in this regard,True
intra_sentential,in other respects,Enhancement,Matter,Negative,paratactic,,Enhancement,in other respects,True
intra_sentential,elsewhere,Enhancement,Matter,Negative,paratactic,,Enhancement,elsewhere,True
intra_sentential,and,Extension,Addition,paratactic,,,Extension,and,True
intra_sentential,also,Extension,Addition,paratactic,,,Extension,also,True
intra_sentential,too,Extension,Addition,paratactic,,,Extension,too,True
intra_sentential,besides,Extension,Addition,paratactic,,,Extension,besides,True
intra_sentential,furthermore,Extension,Addition,paratactic,,,Extension,furthermore,True
intra_sentential,moreover,Extension,Addition,paratactic,,,Extension,moreover,True
intra_sentential,in addition,Extension,Addition,paratactic,,,Extension,in addition,True
intra_sentential,while,Extension,Addition,hypotactic,,,Extension,while,True
intra_sentential,whereas,Extension,Addition,hypotactic,,,Extension,whereas,True
intra_sentential,along with,Extension,Addition,hypotactic,,,Extension,along with,True
intra_sentential,in addition to,Extension,Addition,hypotactic,,,Extension,in addition to,True
intra_sentential,but not,Extension,Variation,Replacive,paratactic,,Extension,but not,True
intra_sentential,instead,Extension,Variation,Replacive,paratactic,,Extension,instead,True
intra_sentential,rather,Extension,Variation,Replacive,paratactic,,Extension,rather,True
intra_sentential,on the contrary,Extension,Variation,Replacive,paratactic,,Extension,on the contrary,True
intra_sentential,rather than,Extension,Variation,Replacive,hypotactic,,Extension,rather than,True
intra_sentential,instead of,Extension,Variation,Replacive,hypotactic,,Extension,instead of,True
intra_sentential,as opposed to,Extension,Variation,Replacive,hypotactic,,Extension,as opposed to,True
intra_sentential,but,Extension,Variation,Subtractive,paratactic,,Extension,but,True
intra_sentential,except,Extension,Variation,Subtractive,paratactic,,Extension,except,True
intra_sentential,excluding,Extension,Variation,Subtractive,paratactic,,Extension,excluding,True
intra_sentential,save for,Extension,Variation,Subtractive,paratactic,,Extension,save for,True
intra_sentential,apart from,Extension,Variation,Subtractive,paratactic,,Extension,apart from,True
intra_sentential,except that,Extension,Variation,Subtractive,hypotactic,,Extension,except that,True
intra_sentential,but that,Extension,Variation,Subtractive,hypotactic,,Extension,but that,True
intra_sentential,other than,Extension,Variation,Subtractive,hypotactic,,Extension,other than,True
intra_sentential,or,Extension,Variation,Alternative,paratactic,,Extension,or,True
intra_sentential,either ... or,Extension,Variation,Alternative,paratactic,,Extension,either ... or,True
intra_sentential,alternatively,Extension,Variation,Alternative,paratactic,,Extension,alternatively,True
intra_sentential,or else,Extension,Variation,Alternative,paratactic,,Extension,or else,True
intra_sentential,if not ... then,Extension,Variation,Alternative,hypotactic,,Extension,if not ... then,True
intra_sentential,whether,Extension,Variation,Alternative,hypotactic,,Extension,whether,True
intra_sentential,whether ... or not,Extension,Variation,Alternative,hypotactic,,Extension,whether ... or not,True
intra_sentential,but,Extension,Adversative,paratactic,,,Extension,but,True
intra_sentential,yet,Extension,Adversative,paratactic,,,Extension,yet,True
intra_sentential,however,Extension,Adversative,paratactic,,,Extension,however,True
intra_sentential,on the other hand,Extension,Adversative,paratactic,,,Extension,on the other hand,True
intra_sentential,nevertheless,Extension,Adversative,paratactic,,,Extension,nevertheless,True
intra_sentential,still,Extension,Adversative,paratactic,,,Extension,still,True
intra_sentential,whereas,Extension,Adversative,hypotactic,,,Extension,whereas,True
intra_sentential,while,Extension,Adversative,hypotactic,,,Extension,while,True
intra_sentential,in other words,Elaboration,Apposition,Expository,paratactic,,Elaboration,in other words,True
intra_sentential,that is,Elaboration,Apposition,Expository,paratactic,,Elaboration,that is,True
intra_sentential,i.e.,Elaboration,Apposition,Expository,paratactic,,Elaboration,i.e.,True
intra_sentential,to say,Elaboration,Apposition,Expository,paratactic,,Elaboration,to say,True
intra_sentential,to put it another way,Elaboration,Apposition,Expository,paratactic,,Elaboration,to put it another way,True
intra_sentential,which,Elaboration,Apposition,Expository,hypotactic,,Elaboration,which,True
intra_sentential,who,Elaboration,Apposition,Expository,hypotactic,,Elaboration,who,True
intra_sentential,for example,Elaboration,Apposition,Exemplifying,paratactic,,Elaboration,for example,True
intra_sentential,for instance,Elaboration,Apposition,Exemplifying,paratactic,,Elaboration,for instance,True
intra_sentential,thus,Elaboration,Apposition,Exemplifying,paratactic,,Elaboration,thus,True
intra_sentential,to illustrate,Elaboration,Apposition,Exemplifying,paratactic,,Elaboration,to illustrate,True
intra_sentential,as,Elaboration,Apposition,Exemplifying,hypotactic,,Elaboration,as,True
intra_sentential,which is to say,Elaboration,Apposition,Exemplifying,hypotactic,,Elaboration,which is to say,True
intra_sentential,or rather,Elaboration,Clarifying,Corrective,paratactic,,Elaboration,or rather,True
intra_sentential,at least,Elaboration,Clarifying,Corrective,paratactic,,Elaboration,at least,True
intra_sentential,to be more precise,Elaboration,Clarifying,Corrective,paratactic,,Elaboration,to be more precise,True
intra_sentential,whereas,Elaboration,Clarifying,Corrective,hypotactic,,Elaboration,whereas,True
intra_sentential,by the way,Elaboration,Clarifying,Distractive,paratactic,,Elaboration,by the way,True
intra_sentential,incidentally,Elaboration,Clarifying,Distractive,paratactic,,Elaboration,incidentally,True
intra_sentential,in any case,Elaboration,Clarifying,Dismissive,paratactic,,Elaboration,in any case,True
intra_sentential,anyway,Elaboration,Clarifying,Dismissive,paratactic,,Elaboration,anyway,True
intra_sentential,leaving that aside,Elaboration,Clarifying,Dismissive,paratactic,,Elaboration,leaving that aside,True
intra_sentential,in particular,Elaboration,Clarifying,Particularizing,paratactic,,Elaboration,in particular,True
intra_sentential,more especially,Elaboration,Clarifying,Particularizing,paratactic,,Elaboration,more especially,True
intra_sentential,as I was saying,Elaboration,Clarifying,Resumptive,paratactic,,Elaboration,as i was saying,True
intra_sentential,to resume,Elaboration,Clarifying,Resumptive,paratactic,,Elaboration,to resume,True
intra_sentential,to get back to the point,Elaboration,Clarifying,Resumptive,paratactic,,Elaboration,to get back to the point,True
intra_sentential,in short,Elaboration,Clarifying,Summative,paratactic,,Elaboration,in short,True
intra_sentential,to sum up,Elaboration,Clarifying,Summative,paratactic,,Elaboration,to sum up,True
intra_sentential,in conclusion,Elaboration,Clarifying,Summative,paratactic,,Elaboration,in conclusion,True
intra_sentential,briefly,Elaboration,Clarifying,Summative,paratactic,,Elaboration,briefly,True
intra_sentential,actually,Elaboration,Clarifying,Verificative,paratactic,,Elaboration,actually,True
intra_sentential,as a matter of fact,Elaboration,Clarifying,Verificative,paratactic,,Elaboration,as a matter of fact,True
intra_sentential,in fact,Elaboration,Clarifying,Verificative,paratactic,,Elaboration,in fact,True
intra_sentential,indeed,Elaboration,Clarifying,Verificative,paratactic,,Elaboration,indeed,True
intra_sentential,indeed,Elaboration,Amplification,paratactic,,,Elaboration,indeed,True
intra_sentential,in fact,Elaboration,Amplification,paratactic,,,Elaboration,in fact,True
intra_sentential,actually,Elaboration,Amplification,paratactic,,,Elaboration,actually,True
intra_sentential,specifically,Elaboration,Amplification,paratactic,,,Elaboration,specifically,True
intra_sentential,particularly,Elaboration,Amplification,hypotactic,,,Elaboration,particularly,True
intra_sentential,notably,Elaboration,Amplification,hypotactic,,,Elaboration,notably,True
intra_sentential,especially,Elaboration,Amplification,hypotactic,,,Elaboration,especially,True
inter_sentential,in other words,Elaboration,Appositive,,,,Elaboration,in other words,True
inter_sentential,that is,Elaboration,Appositive,,,,Elaboration,that is,True
inter_sentential,this is,Elaboration,Appositive,,,,Elaboration,this is,True
inter_sentential,i.e.,Elaboration,Appositive,,,,Elaboration,i.e.,True
inter_sentential,viz.,Elaboration,Appositive,,,,Elaboration,viz.,True
inter_sentential,to put it another way,Elaboration,Appositive,,,,Elaboration,to put it another way,True
inter_sentential,to rephrase,Elaboration,Appositive,,,,Elaboration,to rephrase,True
inter_sentential,that is to say,Elaboration,Appositive,,,,Elaboration,that is to say,True
inter_sentential,namely,Elaboration,Appositive,,,,Elaboration,namely,True
inter_sentential,in plain terms,Elaboration,Appositive,,,,Elaboration,in plain terms,True
inter_sentential,to clarify,Elaboration,Appositive,,,,Elaboration,to clarify,True
inter_sentential,to spell out,Elaboration,Appositive,,,,Elaboration,to spell out,True
inter_sentential,meaning,Elaboration,Appositive,,,,Elaboration,meaning,True
inter_sentential,as in,Elaboration,Appositive,,,,Elaboration,as in,True
inter_sentential,in essence,Elaboration,Appositive,,,,Elaboration,in essence,True
inter_sentential,that,Elaboration,Appositive,,,,Elaboration,that,True
inter_sentential,in other terms,Elaboration,Appositive,,,,Elaboration,in other terms,True
inter_sentential,put differently,Elaboration,Appositive,,,,Elaboration,put differently,True
inter_sentential,to put it simply,Elaboration,Appositive,,,,Elaboration,to put it simply,True
inter_sentential,simply put,Elaboration,Appositive,,,,Elaboration,simply put,True
inter_sentential,in simpler terms,Elaboration,Appositive,,,,Elaboration,in simpler terms,True
inter_sentential,to put it bluntly,Elaboration,Appositive,,,,Elaboration,to put it bluntly,True
inter_sentential,in short,Elaboration,Appositive,,,,Elaboration,in short,True
inter_sentential,in brief,Elaboration,Appositive,,,,Elaboration,in brief,True
inter_sentential,essentially,Elaboration,Appositive,,,,Elaboration,essentially,True
inter_sentential,fundamentally,Elaboration,Appositive,,,,Elaboration,fundamentally,True
inter_sentential,at its core,Elaboration,Appositive,,,,Elaboration,at its core,True
inter_sentential,to summarise,Elaboration,Appositive,,,,Elaboration,to summarise,True
inter_sentential,to restate,Elaboration,Appositive,,,,Elaboration,to restate,True
inter_sentential,stated differently,Elaboration,Appositive,,,,Elaboration,stated differently,True
inter_sentential,put another way,Elaboration,Appositive,,,,Elaboration,put another way,True
inter_sentential,in effect,Elaboration,Appositive,,,,Elaboration,in effect,True
inter_sentential,for example,Elaboration,Exemplifying,,,,Elaboration,for example,True
inter_sentential,e.g.,Elaboration,Exemplifying,,,,Elaboration,e.g.,True
inter_sentential,for instance,Elaboration,Exemplifying,,,,Elaboration,for instance,True
inter_sentential,to illustrate,Elaboration,Exemplifying,,,,Elaboration,to illustrate,True
inter_sentential,as an example,Elaboration,Exemplifying,,,,Elaboration,as an example,True
inter_sentential,by way of illustration,Elaboration,Exemplifying,,,,Elaboration,by way of illustration,True
inter_sentential,a case in point,Elaboration,Exemplifying,,,,Elaboration,a case in point,True
inter_sentential,take the case of,Elaboration,Exemplifying,,,,Elaboration,take the case of,True
inter_sentential,consider,Elaboration,Exemplifying,,,,Elaboration,consider,True
inter_sentential,notably,Elaboration,Exemplifying,,,,Elaboration,notably,True
inter_sentential,including,Elaboration,Exemplifying,,,,Elaboration,including,True
inter_sentential,such as,Elaboration,Exemplifying,,,,Elaboration,such as,True
inter_sentential,among others,Elaboration,Exemplifying,,,,Elaboration,among others,True
inter_sentential,to name a few,Elaboration,Exemplifying,,,,Elaboration,to name a few,True
inter_sentential,specifically,Elaboration,Exemplifying,,,,Elaboration,specifically,True
inter_sentential,chiefly,Elaboration,Exemplifying,,,,Elaboration,chiefly,True
inter_sentential,principally,Elaboration,Exemplifying,,,,Elaboration,principally,True
inter_sentential,as an illustration,Elaboration,Exemplifying,,,,Elaboration,as an illustration,True
inter_sentential,as shown by,Elaboration,Exemplifying,,,,Elaboration,as shown by,True
inter_sentential,to give an example,Elaboration,Exemplifying,,,,Elaboration,to give an example,True
inter_sentential,to give a concrete example,Elaboration,Exemplifying,,,,Elaboration,to give a concrete example,True
inter_sentential,as evidence,Elaboration,Exemplifying,,,,Elaboration,as evidence,True
inter_sentential,to illustrate this further,Elaboration,Exemplifying,,,,Elaboration,to illustrate this further,True
inter_sentential,as demonstrated by,Elaboration,Exemplifying,,,,Elaboration,as demonstrated by,True
inter_sentential,as evidenced by,Elaboration,Exemplifying,,,,Elaboration,as evidenced by,True
inter_sentential,consider the following,Elaboration,Exemplifying,,,,Elaboration,consider the following,True
inter_sentential,"take, for example",Elaboration,Exemplifying,,,,Elaboration,"take, for example",True
inter_sentential,"take, for instance",Elaboration,Exemplifying,,,,Elaboration,"take, for instance",True
inter_sentential,in particular,Elaboration,Exemplifying,,,,Elaboration,in particular,True
inter_sentential,most notably,Elaboration,Exemplifying,,,,Elaboration,most notably,True
inter_sentential,specifically speaking,Elaboration,Exemplifying,,,,Elaboration,specifically speaking,True
inter_sentential,especially,Elaboration,Exemplifying,,,,Elaboration,especially,True
inter_sentential,as reflected in,Elaboration,Exemplifying,,,,Elaboration,as reflected in,True
inter_sentential,or rather,Elaboration,Clarifying,Corrective,,,Elaboration,or rather,True
inter_sentential,at least,Elaboration,Clarifying,Corrective,,,Elaboration,at least,True
inter_sentential,to be more precise,Elaboration,Clarifying,Corrective,,,Elaboration,to be more precise,True
inter_sentential,strictly speaking,Elaboration,Clarifying,Corrective,,,Elaboration,strictly speaking,True
inter_sentential,technically,Elaboration,Clarifying,Corrective,,,Elaboration,technically,True
inter_sentential,more accurately,Elaboration,Clarifying,Corrective,,,Elaboration,more accurately,True
inter_sentential,properly speaking,Elaboration,Clarifying,Corrective,,,Elaboration,properly speaking,True
inter_sentential,in strict terms,Elaboration,Clarifying,Corrective,,,Elaboration,in strict terms,True
inter_sentential,maybe,Elaboration,Clarifying,Corrective,,,Elaboration,maybe,True
inter_sentential,perhaps,Elaboration,Clarifying,Corrective,,,Elaboration,perhaps,True
inter_sentential,rather,Elaboration,Clarifying,Corrective,,,Elaboration,rather,True
inter_sentential,more precisely,Elaboration,Clarifying,Corrective,,,Elaboration,more precisely,True
inter_sentential,to be exact,Elaboration,Clarifying,Corrective,,,Elaboration,to be exact,True
inter_sentential,more specifically,Elaboration,Clarifying,Corrective,,,Elaboration,more specifically,True
inter_sentential,more strictly speaking,Elaboration,Clarifying,Corrective,,,Elaboration,more strictly speaking,True
inter_sentential,to be technical,Elaboration,Clarifying,Corrective,,,Elaboration,to be technical,True
inter_sentential,put more accurately,Elaboration,Clarifying,Corrective,,,Elaboration,put more accurately,True
inter_sentential,to be clear,Elaboration,Clarifying,Corrective,,,Elaboration,to be clear,True
inter_sentential,to be completely accurate,Elaboration,Clarifying,Corrective,,,Elaboration,to be completely accurate,True
inter_sentential,to clarify further,Elaboration,Clarifying,Corrective,,,Elaboration,to clarify further,True
inter_sentential,to remove ambiguity,Elaboration,Clarifying,Corrective,,,Elaboration,to remove ambiguity,True
inter_sentential,to refine this point,Elaboration,Clarifying,Corrective,,,Elaboration,to refine this point,True
inter_sentential,by the way,Elaboration,Clarifying,Distractive,,,Elaboration,by the way,True
inter_sentential,incidentally,Elaboration,Clarifying,Distractive,,,Elaboration,incidentally,True
inter_sentential,parenthetically,Elaboration,Clarifying,Distractive,,,Elaboration,parenthetically,True
inter_sentential,tangentially,Elaboration,Clarifying,Distractive,,,Elaboration,tangentially,True
inter_sentential,on a side note,Elaboration,Clarifying,Distractive,,,Elaboration,on a side note,True
inter_sentential,while we’re on the subject,Elaboration,Clarifying,Distractive,,,Elaboration,while we’re on the subject,True
inter_sentential,not unrelatedly,Elaboration,Clarifying,Distractive,,,Elaboration,not unrelatedly,True
inter_sentential,as a side note,Elaboration,Clarifying,Distractive,,,Elaboration,as a side note,True
inter_sentential,as an aside,Elaboration,Clarifying,Distractive,,,Elaboration,as an aside,True
inter_sentential,on another note,Elaboration,Clarifying,Distractive,,,Elaboration,on another note,True
inter_sentential,to digress briefly,Elaboration,Clarifying,Distractive,,,Elaboration,to digress briefly,True
inter_sentential,before I move on,Elaboration,Clarifying,Distractive,,,Elaboration,before i move on,True
inter_sentential,in passing,Elaboration,Clarifying,Distractive,,,Elaboration,in passing,True
inter_sentential,it is worth mentioning in passing,Elaboration,Clarifying,Distractive,,,Elaboration,it is worth mentioning in passing,True
inter_sentential,in any case,Elaboration,Clarifying,Dismissive,,,Elaboration,in any case,True
inter_sentential,anyway,Elaboration,Clarifying,Dismissive,,,Elaboration,anyway,True
inter_sentential,anyhow,Elaboration,Clarifying,Dismissive,,,Elaboration,anyhow,True
inter_sentential,leaving that aside,Elaboration,Clarifying,Dismissive,,,Elaboration,leaving that aside,True
inter_sentential,regardless,Elaboration,Clarifying,Dismissive,,,Elaboration,regardless,True
inter_sentential,be that as it may,Elaboration,Clarifying,Dismissive,,,Elaboration,be that as it may,True
inter_sentential,at any rate,Elaboration,Clarifying,Dismissive,,,Elaboration,at any rate,True
inter_sentential,come what may,Elaboration,Clarifying,Dismissive,,,Elaboration,come what may,True
inter_sentential,no matter what,Elaboration,Clarifying,Dismissive,,,Elaboration,no matter what,True
inter_sentential,whatever,Elaboration,Clarifying,Dismissive,,,Elaboration,whatever,True
inter_sentential,in any event,Elaboration,Clarifying,Dismissive,,,Elaboration,in any event,True
inter_sentential,even so,Elaboration,Clarifying,Dismissive,,,Elaboration,even so,True
inter_sentential,despite that,Elaboration,Clarifying,Dismissive,,,Elaboration,despite that,True
inter_sentential,setting that aside,Elaboration,Clarifying,Dismissive,,,Elaboration,setting that aside,True
inter_sentential,irrespective of that,Elaboration,Clarifying,Dismissive,,,Elaboration,irrespective of that,True
inter_sentential,all the same,Elaboration,Clarifying,Dismissive,,,Elaboration,all the same,True
inter_sentential,in spite of that,Elaboration,Clarifying,Dismissive,,,Elaboration,in spite of that,True
inter_sentential,whatever the case,Elaboration,Clarifying,Dismissive,,,Elaboration,whatever the case,True
inter_sentential,notwithstanding,Elaboration,Clarifying,Dismissive,,,Elaboration,notwithstanding,True
inter_sentential,as things stand,Elaboration,Clarifying,Dismissive,,,Elaboration,as things stand,True
inter_sentential,in particular,Elaboration,Clarifying,Particularizing,,,Elaboration,in particular,True
inter_sentential,more especially,Elaboration,Clarifying,Particularizing,,,Elaboration,more especially,True
inter_sentential,not least,Elaboration,Clarifying,Particularizing,,,Elaboration,not least,True
