text_id,analysis_level,detected_item,feature_code,macro_category,path_2,path_3,path_4,path_5,taxis,raw_count,per_1000,word_count_text,word_count_source
es_wr_c1_23_17_14_clc,inter_sentential_v2,after,intersent_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,2.0242914979757085,494,parser_full_text
es_wr_c1_23_17_14_clc,inter_sentential_v2,then,intersent_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,2.0242914979757085,494,parser_full_text
es_wr_c1_23_17_14_clc,inter_sentential_v2,while,intersent_ext_adv,Extension,Adversative,,,,,1,2.0242914979757085,494,parser_full_text
es_wr_c1_23_17_14_mtr,inter_sentential_v2,but,intersent_ext_adv,Extension,Adversative,,,,,1,1.9801980198019802,505,parser_full_text
es_wr_c1_23_17_14_mtr,inter_sentential_v2,immediately,intersent_enh_spatio_temporal_complex_immediate,Enhancement,Spatio-temporal,Complex,Immediate,,,1,1.9801980198019802,505,parser_full_text
es_wr_c1_23_17_14_mtr,inter_sentential_v2,in that,intersent_enh_caus_reason,Enhancement,Causal-Conditional,Reason,,,,1,1.9801980198019802,505,parser_full_text
es_wr_c1_23_17_14_mtr,inter_sentential_v2,then,intersent_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,1.9801980198019802,505,parser_full_text
es_wr_c1_23_17_3_maar,inter_sentential_v2,after,intersent_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,3.1746031746031744,315,parser_full_text
es_wr_c1_23_17_3_maar,inter_sentential_v2,however,intersent_ext_adv,Extension,Adversative,,,,,1,3.1746031746031744,315,parser_full_text
es_wr_c1_23_17_3_maar,inter_sentential_v2,if,intersent_enh_caus_cond_positive,Enhancement,Causal-Conditional,Conditional,Positive,,,1,3.1746031746031744,315,parser_full_text
es_wr_c1_23_17_3_ppp,inter_sentential_v2,anyhow,intersent_elab_clar_dismissive,Elaboration,Clarifying,Dismissive,,,,1,3.0959752321981426,323,parser_full_text
es_wr_c1_23_17_3_ppp,inter_sentential_v2,but,intersent_ext_adv,Extension,Adversative,,,,,1,3.0959752321981426,323,parser_full_text
es_wr_c1_23_17_3_ppp,inter_sentential_v2,however,intersent_ext_adv,Extension,Adversative,,,,,1,3.0959752321981426,323,parser_full_text
es_wr_c1_23_18_13_bam,inter_sentential_v2,but,intersent_ext_adv,Extension,Adversative,,,,,1,2.898550724637681,345,parser_full_text
es_wr_c1_23_18_14_jhs,inter_sentential_v2,after,intersent_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,1.2853470437017993,778,parser_full_text
es_wr_c1_23_18_14_jhs,inter_sentential_v2,then,intersent_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,2,2.5706940874035986,778,parser_full_text
es_wr_c1_23_18_3_aho,inter_sentential_v2,while,intersent_ext_adv,Extension,Adversative,,,,,1,2.5906735751295336,386,parser_full_text
es_wr_c1_23_18_3_ajdc,inter_sentential_v2,additionally,intersent_ext_add_positive,Extension,Addition,Positive,,,,1,3.125,320,parser_full_text
es_wr_c1_23_18_3_ajdc,inter_sentential_v2,in a nutshell,intersent_elab_clar_sum,Elaboration,Clarifying,Summative,,,,1,3.125,320,parser_full_text
es_wr_c1_23_18_3_asb,inter_sentential_v2,after,intersent_enh_spatio_temporal_simple_following,Enhancement,Spatio-temporal,Simple,Following,,,1,2.5510204081632653,392,parser_full_text
es_wr_c1_23_18_3_idz,inter_sentential_v2,however,intersent_ext_adv,Extension,Adversative,,,,,1,3.5842293906810037,279,parser_full_text
es_wr_c1_23_18_3_pmr,inter_sentential_v2,while,intersent_ext_adv,Extension,Adversative,,,,,1,3.0959752321981426,323,parser_full_text
