text_id,macro_category,n_cases
gig_115,Extension,5
gig_116,Extension,4
gig_117,Elaboration,1
gig_117,Enhancement,1
gig_117,Extension,1
gig_119,Elaboration,1
gig_119,Enhancement,2
gig_119,Extension,2
gig_11b,Enhancement,1
gig_11c,Enhancement,2
gig_11c,Extension,1
gig_11d,Enhancement,3
gig_120,Elaboration,1
gig_120,Enhancement,1
gig_121,Extension,3
gig_122,Enhancement,3
gig_122,Extension,1
gig_123,Elaboration,1
gig_123,Enhancement,2
gig_123,Extension,3
gig_125,Enhancement,1
gig_125,Extension,2
gig_126,Extension,4
gig_128,Enhancement,3
gig_128,Extension,1
gig_129,Extension,1
gig_130,Enhancement,2
gig_131,Enhancement,3
gig_131,Extension,6
gig_132,Extension,1
gig_133,Enhancement,2
gig_133,Extension,4
gig_134,Elaboration,1
gig_134,Extension,3
gig_135,Enhancement,3
gig_135,Extension,6
gig_136,Enhancement,1
gig_136,Extension,1
gig_137,Enhancement,3
gig_137,Extension,1
gig_139,Enhancement,1
gig_139,Extension,1
gig_13b,Enhancement,2
gig_13d,Extension,1
gig_140,Enhancement,1
gig_140,Extension,1
gig_141,Elaboration,1
gig_142,Enhancement,4
gig_142,Extension,2
gig_143,Enhancement,2
gig_144,Enhancement,2
gig_144,Extension,1
gig_145,Elaboration,1
gig_145,Enhancement,4
gig_145,Extension,1
gig_146,Elaboration,2
gig_146,Enhancement,1
gig_146,Extension,3
gig_148,Enhancement,2
gig_148,Extension,7
gig_149,Enhancement,1
gig_149,Extension,1
gig_150,Enhancement,5
gig_150,Extension,5
gig_151,Enhancement,3
gig_152,Enhancement,3
gig_154,Enhancement,1
gig_154,Extension,1
gig_155,Enhancement,2
gig_155,Extension,2
gig_156,Enhancement,1
gig_156,Extension,4
gig_157,Enhancement,3
gig_157,Extension,4
gig_158,Enhancement,1
gig_158,Extension,2
gig_159,Extension,3
gig_15d,Enhancement,1
gig_160,Enhancement,2
gig_160,Extension,5
gig_162,Enhancement,1
