corpus,text_id,group,word_count_text,paragraph_count_text,eligible_paragraph_starts,supported_interparagraph_elaboration_raw,supported_interparagraph_enhancement_raw,supported_interparagraph_extension_raw,supported_interparagraph_total_raw,supported_interparagraph_total_per_1000,supported_interparagraph_total_per_eligible_paragraph_start,supported_interparagraph_elaboration_per_1000,supported_interparagraph_elaboration_per_eligible_paragraph_start,supported_interparagraph_enhancement_per_1000,supported_interparagraph_enhancement_per_eligible_paragraph_start,supported_interparagraph_extension_per_1000,supported_interparagraph_extension_per_eligible_paragraph_start
COREFL,CN_WR_A2_23_17_14_D,A2,559,7,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,CN_WR_A2_30_12_14_HYW,A2,188,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,CN_WR_B1_24_14_14_ZY,B1,152,6,5,0,1,0,1,6.578947368421052,0.2,0.0,0.0,6.578947368421052,0.2,0.0,0.0
COREFL,CN_WR_B1_25_12_14_GJ,B1,168,5,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,CN_WR_B1_28_14_14_YXY,B1,190,4,3,0,1,0,1,5.263157894736842,0.3333333333333333,0.0,0.0,5.263157894736842,0.3333333333333333,0.0,0.0
COREFL,CN_WR_B1_30_12_14_HYW,B1,137,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,CN_WR_B2_26_17_14_JS,B2,330,6,5,0,1,0,1,3.0303030303030303,0.2,0.0,0.0,3.0303030303030303,0.2,0.0,0.0
COREFL,CN_WR_C1_20_13_14_LC,C1,425,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,CN_WR_C1_22_16_14_IHS,C1,697,2,1,0,1,0,1,1.4347202295552368,1.0,0.0,0.0,1.4347202295552368,1.0,0.0,0.0
COREFL,CN_WR_C1_27_22_14_SUN,C1,55,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,CN_WR_C1_32_25_14_WYY,C1,717,8,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,CZ_WR_A2_18_10_14_DP,A2,90,12,11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,CZ_WR_A2_18_14_14_SVVV,A2,283,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,CZ_WR_A2_18_8.5_14_AL,A2,102,5,4,0,3,1,4,39.21568627450981,1.0,0.0,0.0,29.41176470588235,0.75,9.803921568627452,0.25
COREFL,CZ_WR_A2_18_9_14_KZ,A2,279,5,4,0,2,0,2,7.168458781362007,0.5,0.0,0.0,7.168458781362007,0.5,0.0,0.0
COREFL,CZ_WR_A2_19_13_14_VV,A2,511,10,9,0,3,0,3,5.870841487279844,0.3333333333333333,0.0,0.0,5.870841487279844,0.3333333333333333,0.0,0.0
COREFL,CZ_WR_B1_18_14_14_KN,B1,475,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,CZ_WR_B1_20_14_14_AT,B1,244,5,4,0,1,0,1,4.0983606557377055,0.25,0.0,0.0,4.0983606557377055,0.25,0.0,0.0
COREFL,CZ_WR_B1_47_4_14_VH,B1,243,6,5,0,3,0,3,12.34567901234568,0.6,0.0,0.0,12.34567901234568,0.6,0.0,0.0
COREFL,CZ_WR_B2_18_8_14_ND,B2,277,4,3,0,1,0,1,3.6101083032490977,0.3333333333333333,0.0,0.0,3.6101083032490977,0.3333333333333333,0.0,0.0
COREFL,CZ_WR_B2_31_21_14_ML,B2,95,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,CZ_WR_C2_19_12.5_14_VK,C2,234,4,3,0,1,0,1,4.273504273504274,0.3333333333333333,0.0,0.0,4.273504273504274,0.3333333333333333,0.0,0.0
COREFL,CZ_WR_C2_24_17_14_TR,C2,300,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,CZ_WR_C2_27_23_14_VJ,C2,938,11,10,0,0,1,1,1.0660980810234542,0.1,0.0,0.0,0.0,0.0,1.0660980810234542,0.1
COREFL,DE_WR_B1_22_11_13_LS,B1,118,5,4,0,1,1,2,16.949152542372882,0.5,0.0,0.0,8.474576271186441,0.25,8.474576271186441,0.25
COREFL,DE_WR_B1_33_10_14_JR,B1,407,8,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,DE_WR_B2_19_10_14_EA,B2,350,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,DE_WR_B2_19_9_13_IA,B2,300,3,2,0,1,0,1,3.3333333333333335,0.5,0.0,0.0,3.3333333333333335,0.5,0.0,0.0
COREFL,DE_WR_B2_20_12_13_VK,B2,289,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,DE_WR_B2_21_12_13_VR,B2,226,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,DE_WR_B2_22_15_14_LSO,B2,164,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,DE_WR_B2_23_16_14_AQ,B2,323,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,DE_WR_B2_23_21_13_LB,B2,295,2,1,0,1,0,1,3.389830508474576,1.0,0.0,0.0,3.389830508474576,1.0,0.0,0.0
COREFL,DE_WR_B2_27_16_13_KK,B2,356,8,7,0,1,2,3,8.426966292134832,0.4285714285714285,0.0,0.0,2.8089887640449436,0.1428571428571428,5.617977528089887,0.2857142857142857
COREFL,DE_WR_B2_52_11_13_RE,B2,328,2,1,0,1,0,1,3.048780487804878,1.0,0.0,0.0,3.048780487804878,1.0,0.0,0.0
COREFL,DE_WR_C1_19_10_13_CD,C1,249,3,2,0,1,0,1,4.016064257028112,0.5,0.0,0.0,4.016064257028112,0.5,0.0,0.0
COREFL,DE_WR_C1_19_11_14_LM,C1,279,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,DE_WR_C1_19_12_14_KW,C1,317,9,8,1,0,1,2,6.309148264984227,0.25,3.1545741324921135,0.125,0.0,0.0,3.1545741324921135,0.125
COREFL,DE_WR_C1_20_10_14_SB,C1,470,10,9,1,0,0,1,2.127659574468085,0.1111111111111111,2.127659574468085,0.1111111111111111,0.0,0.0,0.0,0.0
COREFL,DE_WR_C1_20_11_13_NL,C1,312,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,DE_WR_C1_20_12_14_JK,C1,264,3,2,0,1,0,1,3.787878787878788,0.5,0.0,0.0,3.787878787878788,0.5,0.0,0.0
COREFL,DE_WR_C1_20_12_14_JT,C1,213,2,1,0,1,0,1,4.694835680751174,1.0,0.0,0.0,4.694835680751174,1.0,0.0,0.0
COREFL,DE_WR_C1_20_12_14_MD,C1,297,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,DE_WR_C1_20_12_14_TZ,C1,227,2,1,0,0,1,1,4.405286343612335,1.0,0.0,0.0,0.0,0.0,4.405286343612335,1.0
COREFL,DE_WR_C1_20_12_14_VS,C1,356,10,9,0,4,1,5,14.044943820224718,0.5555555555555556,0.0,0.0,11.235955056179774,0.4444444444444444,2.8089887640449436,0.1111111111111111
COREFL,DE_WR_C1_21_11_13_FL,C1,138,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,DE_WR_C1_21_11_13_SH,C1,302,2,1,0,0,1,1,3.3112582781456954,1.0,0.0,0.0,0.0,0.0,3.3112582781456954,1.0
COREFL,DE_WR_C1_21_12_13_JB,C1,161,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,DE_WR_C1_21_12_13_LJ,C1,301,6,5,0,1,0,1,3.3222591362126246,0.2,0.0,0.0,3.3222591362126246,0.2,0.0,0.0
COREFL,DE_WR_C1_21_12_14_MCN,C1,385,9,8,0,1,0,1,2.5974025974025974,0.125,0.0,0.0,2.5974025974025974,0.125,0.0,0.0
COREFL,DE_WR_C1_21_13_14_SH,C1,71,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,DE_WR_C1_22_12_13_AH,C1,473,4,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,DE_WR_C1_24_11_13_KH,C1,280,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,DE_WR_C1_25_12_13_OS,C1,242,5,4,0,2,2,4,16.528925619834713,1.0,0.0,0.0,8.264462809917356,0.5,8.264462809917356,0.5
COREFL,DE_WR_C1_25_14.5_14_MM,C1,470,4,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,DE_WR_C1_27_21_13_AA,C1,176,6,5,0,0,1,1,5.681818181818182,0.2,0.0,0.0,0.0,0.0,5.681818181818182,0.2
COREFL,DE_WR_C2_19_10_13_JS,C2,274,4,3,0,0,1,1,3.6496350364963503,0.3333333333333333,0.0,0.0,0.0,0.0,3.6496350364963503,0.3333333333333333
COREFL,DE_WR_C2_19_11_14_AE,C2,699,6,5,0,1,0,1,1.430615164520744,0.2,0.0,0.0,1.430615164520744,0.2,0.0,0.0
COREFL,DE_WR_C2_19_12_14_JH,C2,178,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,DE_WR_C2_20_12_14_LG,C2,322,6,5,0,2,0,2,6.211180124223602,0.4,0.0,0.0,6.211180124223602,0.4,0.0,0.0
COREFL,DE_WR_C2_21_12_14_MCS,C2,277,5,4,0,1,0,1,3.6101083032490977,0.25,0.0,0.0,3.6101083032490977,0.25,0.0,0.0
COREFL,DE_WR_C2_21_12_14_ML,C2,401,7,6,0,1,0,1,2.493765586034913,0.1666666666666666,0.0,0.0,2.493765586034913,0.1666666666666666,0.0,0.0
COREFL,DE_WR_C2_21_13_14_MP,C2,468,4,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,DE_WR_C2_22_10_13_CS,C2,268,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,DE_WR_C2_22_12_13_AS,C2,382,4,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,DE_WR_C2_24_11_13_LH,C2,391,6,5,0,0,2,2,5.115089514066496,0.4,0.0,0.0,0.0,0.0,5.115089514066496,0.4
COREFL,DE_WR_C2_25_15_14_KCF,C2,375,9,8,1,2,1,4,10.666666666666666,0.5,2.6666666666666665,0.125,5.333333333333333,0.25,2.6666666666666665,0.125
COREFL,DE_WR_C2_29_18_13_IG,C2,242,4,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,DE_WR_C2_29_18_13_MS,C2,244,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,DE_WR_C2_34_24_14_SO,C2,257,5,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,DE_WR_C2_38_15_14_KP,C2,247,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,DE_WR_C2_41_8_13_NA,C2,213,4,3,0,1,0,1,4.694835680751174,0.3333333333333333,0.0,0.0,4.694835680751174,0.3333333333333333,0.0,0.0
COREFL,DE_WR_C2_53_44_14_JR,C2,364,4,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_13_5_13_JLMB,A1,58,3,2,0,1,0,1,17.241379310344826,0.5,0.0,0.0,17.241379310344826,0.5,0.0,0.0
COREFL,ES_WR_A1_13_5_13_SQA,A1,52,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_15_10_13_ALN,A1,64,4,3,0,0,1,1,15.625,0.3333333333333333,0.0,0.0,0.0,0.0,15.625,0.3333333333333333
COREFL,ES_WR_A1_15_7_13_CAU,A1,64,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_16_10_13_ESF,A1,130,6,5,0,1,0,1,7.6923076923076925,0.2,0.0,0.0,7.6923076923076925,0.2,0.0,0.0
COREFL,ES_WR_A1_16_6_13_AUB,A1,64,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_17_11_14_MPS,A1,223,5,4,1,2,0,3,13.45291479820628,0.75,4.484304932735426,0.25,8.968609865470851,0.5,0.0,0.0
COREFL,ES_WR_A1_17_14_13_FFC,A1,62,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_18_10_13_CMM,A1,88,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_18_11_13_LMEJ,A1,99,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_19_10_3_MMJ,A1,88,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_19_12_14_AIMF,A1,104,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_19_13_14_CJC,A1,75,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_19_14_3_DGC,A1,77,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_19_6_3_MMM,A1,97,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_19_9_14_MBS,A1,90,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_20_12_14_MAU,A1,90,4,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_21_10_3_MJM,A1,103,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_21_12_3_AGG,A1,96,4,3,1,1,0,2,20.833333333333332,0.6666666666666666,10.416666666666666,0.3333333333333333,10.416666666666666,0.3333333333333333,0.0,0.0
COREFL,ES_WR_A1_21_15_3_ADA,A1,130,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_21_18_13_VAJ,A1,90,5,4,0,1,0,1,11.11111111111111,0.25,0.0,0.0,11.11111111111111,0.25,0.0,0.0
COREFL,ES_WR_A1_22_11.5_14_FER,A1,403,5,4,0,1,1,2,4.962779156327543,0.5,0.0,0.0,2.4813895781637716,0.25,2.4813895781637716,0.25
COREFL,ES_WR_A1_22_12_14_RLE,A1,123,6,5,1,2,1,4,32.520325203252035,0.8,8.130081300813009,0.2,16.260162601626018,0.4,8.130081300813009,0.2
COREFL,ES_WR_A1_22_17_14_LP,A1,101,3,2,1,0,0,1,9.9009900990099,0.5,9.9009900990099,0.5,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_22_19_13_PCR,A1,90,5,4,0,0,1,1,11.11111111111111,0.25,0.0,0.0,0.0,0.0,11.11111111111111,0.25
COREFL,ES_WR_A1_23_12_14_S,A1,116,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_23_7_3_MUF,A1,96,5,4,0,1,0,1,10.416666666666666,0.25,0.0,0.0,10.416666666666666,0.25,0.0,0.0
COREFL,ES_WR_A1_25_9_3_MHJ,A1,79,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_26_13_3_NC,A1,110,4,3,0,1,0,1,9.09090909090909,0.3333333333333333,0.0,0.0,9.09090909090909,0.3333333333333333,0.0,0.0
COREFL,ES_WR_A1_27_10_14_NR,A1,88,2,1,0,1,0,1,11.363636363636363,1.0,0.0,0.0,11.363636363636363,1.0,0.0,0.0
COREFL,ES_WR_A1_28_10_14_SCM,A1,190,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_30_13_3_MIPF,A1,75,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_31_12_3_IGF,A1,105,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_33_0.5_3_MJZR,A1,82,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_35_12_14_PGC,A1,126,2,1,1,0,0,1,7.936507936507936,1.0,7.936507936507936,1.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_36_26_3_AMRO,A1,83,4,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_41_8_14_DIM,A1,273,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_42_6_3_ECJ,A1,82,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_49_0.5_13_YBF,A1,87,7,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_49_3_14_MTL,A1,187,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_52_14_14_IHC,A1,219,6,5,1,0,1,2,9.1324200913242,0.4,4.5662100456621,0.2,0.0,0.0,4.5662100456621,0.2
COREFL,ES_WR_A1_52_5_14_JMFF,A1,208,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_58_4_14_JL,A1,87,4,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_60_10_14_JAMS,A1,101,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A1_60_7_14_JGM,A1,173,6,5,0,2,0,2,11.560693641618496,0.4,0.0,0.0,11.560693641618496,0.4,0.0,0.0
COREFL,ES_WR_A2_13_7_13_ACL,A2,121,4,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_14_7_13_RGC,A2,109,3,2,1,1,0,2,18.34862385321101,1.0,9.174311926605505,0.5,9.174311926605505,0.5,0.0,0.0
COREFL,ES_WR_A2_15_12_13_BMA,A2,120,2,1,0,1,0,1,8.333333333333334,1.0,0.0,0.0,8.333333333333334,1.0,0.0,0.0
COREFL,ES_WR_A2_16_10_13_EMB,A2,162,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_16_8_13_RMO,A2,142,7,6,0,1,0,1,7.042253521126761,0.1666666666666666,0.0,0.0,7.042253521126761,0.1666666666666666,0.0,0.0
COREFL,ES_WR_A2_16_9_13_MYA,A2,120,7,6,0,1,0,1,8.333333333333334,0.1666666666666666,0.0,0.0,8.333333333333334,0.1666666666666666,0.0,0.0
COREFL,ES_WR_A2_17_11_13_RCC,A2,127,3,2,0,1,0,1,7.874015748031496,0.5,0.0,0.0,7.874015748031496,0.5,0.0,0.0
COREFL,ES_WR_A2_17_12_13_SHG,A2,123,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_17_14_13_EHS,A2,95,4,3,0,0,1,1,10.526315789473683,0.3333333333333333,0.0,0.0,0.0,0.0,10.526315789473683,0.3333333333333333
COREFL,ES_WR_A2_17_9_13_FJQG,A2,134,5,4,1,0,0,1,7.462686567164179,0.25,7.462686567164179,0.25,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_18_10_3_CMS,A2,81,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_18_11_13_ALM,A2,81,5,4,0,1,0,1,12.34567901234568,0.25,0.0,0.0,12.34567901234568,0.25,0.0,0.0
COREFL,ES_WR_A2_18_11_3_IMM,A2,99,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_18_11_3_MRC,A2,108,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_18_12_14_IS,A2,175,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_18_13_3_ABG,A2,96,4,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_18_13_3_DGM,A2,171,5,4,0,1,0,1,5.847953216374268,0.25,0.0,0.0,5.847953216374268,0.25,0.0,0.0
COREFL,ES_WR_A2_18_13_3_SAC,A2,105,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_18_14_13_MCDS,A2,185,8,7,0,1,0,1,5.405405405405405,0.1428571428571428,0.0,0.0,5.405405405405405,0.1428571428571428,0.0,0.0
COREFL,ES_WR_A2_18_14_3_ACS,A2,78,2,1,1,0,0,1,12.82051282051282,1.0,12.82051282051282,1.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_18_8_13_EGB,A2,96,5,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_18_8_14_EZS,A2,385,4,3,0,1,0,1,2.5974025974025974,0.3333333333333333,0.0,0.0,2.5974025974025974,0.3333333333333333,0.0,0.0
COREFL,ES_WR_A2_18_8_3_YOE,A2,271,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_19_10_3_ZZB,A2,118,4,3,1,1,0,2,16.949152542372882,0.6666666666666666,8.474576271186441,0.3333333333333333,8.474576271186441,0.3333333333333333,0.0,0.0
COREFL,ES_WR_A2_19_11_13_MRT,A2,156,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_19_11_14_REG,A2,110,5,4,0,1,0,1,9.09090909090909,0.25,0.0,0.0,9.09090909090909,0.25,0.0,0.0
COREFL,ES_WR_A2_19_11_3_A,A2,90,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_19_11_3_CRH,A2,100,4,3,0,0,1,1,10.0,0.3333333333333333,0.0,0.0,0.0,0.0,10.0,0.3333333333333333
COREFL,ES_WR_A2_19_12_14_IRM,A2,287,7,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_19_12_3_MST,A2,120,6,5,0,0,1,1,8.333333333333334,0.2,0.0,0.0,0.0,0.0,8.333333333333334,0.2
COREFL,ES_WR_A2_19_13_14_FV,A2,83,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_19_13_3_FHO,A2,93,2,1,1,0,0,1,10.752688172043012,1.0,10.752688172043012,1.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_19_14_14_IDN,A2,198,3,2,1,0,0,1,5.050505050505051,0.5,5.050505050505051,0.5,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_19_14_3_CEC,A2,161,8,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_19_16_3_AR,A2,95,4,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_19_16_3_LLR,A2,140,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_19_16_3_MJIG,A2,138,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_19_17_3_MPM,A2,103,3,2,0,0,1,1,9.70873786407767,0.5,0.0,0.0,0.0,0.0,9.70873786407767,0.5
COREFL,ES_WR_A2_19_2_13_ERO,A2,182,5,4,1,1,0,2,10.989010989010987,0.5,5.4945054945054945,0.25,5.4945054945054945,0.25,0.0,0.0
COREFL,ES_WR_A2_19_6_3_LPR,A2,141,4,3,1,1,0,2,14.184397163120568,0.6666666666666666,7.092198581560283,0.3333333333333333,7.092198581560283,0.3333333333333333,0.0,0.0
COREFL,ES_WR_A2_19_6_3_PARR,A2,82,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_19_7_3_PM,A2,116,4,3,0,1,1,2,17.241379310344826,0.6666666666666666,0.0,0.0,8.620689655172413,0.3333333333333333,8.620689655172413,0.3333333333333333
COREFL,ES_WR_A2_19_9_3_VJ,A2,85,5,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_19_Unknown_3_JGT,A2,94,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_20_11_3_LMPB,A2,83,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_20_12_14_ACG,A2,82,3,2,0,0,1,1,12.195121951219512,0.5,0.0,0.0,0.0,0.0,12.195121951219512,0.5
COREFL,ES_WR_A2_20_12_14_NFM,A2,204,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_20_13_3_LAR,A2,91,2,1,1,0,0,1,10.989010989010987,1.0,10.989010989010987,1.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_20_14_3_MAT,A2,155,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_20_14_3_MBD,A2,178,4,3,1,0,0,1,5.617977528089887,0.3333333333333333,5.617977528089887,0.3333333333333333,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_20_14_3_SMJ,A2,107,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_20_15_14_LCR,A2,157,5,4,1,1,0,2,12.738853503184714,0.5,6.369426751592357,0.25,6.369426751592357,0.25,0.0,0.0
COREFL,ES_WR_A2_20_15_3_IMC,A2,81,2,1,1,0,0,1,12.34567901234568,1.0,12.34567901234568,1.0,0.0,0.0,0.0,0.0
COREFL,ES_WR_A2_20_17_14_AVM,A2,85,3,2,0,0,1,1,11.76470588235294,0.5,0.0,0.0,0.0,0.0,11.76470588235294,0.5
COREFL,ES_WR_A2_20_17_14_LGG,A2,82,4,3,0,0,1,1,12.195121951219512,0.3333333333333333,0.0,0.0,0.0,0.0,12.195121951219512,0.3333333333333333
COREFL,ES_WR_A2_20_2_3_ALDCML,A2,135,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
