text_id,taxis,n_cases
es_wr_a2_18_14_13_mcds,hypotactic,4
es_wr_a2_18_14_13_mcds,paratactic,2
es_wr_a2_18_14_3_acs,hypotactic,3
es_wr_a2_18_14_3_acs,paratactic,1
es_wr_a2_18_14_3_hrtb,hypotactic,5
es_wr_a2_18_14_3_jdr,hypotactic,2
es_wr_a2_18_14_3_jdr,paratactic,1
es_wr_a2_18_15_13_jm,hypotactic,3
es_wr_a2_18_15_13_jm,paratactic,1
es_wr_a2_18_15_14_imf,hypotactic,4
es_wr_a2_18_15_14_imf,paratactic,3
es_wr_a2_18_15_3_pps,hypotactic,2
es_wr_a2_18_15_3_pps,paratactic,2
es_wr_a2_18_15_3_tcs,hypotactic,4
es_wr_a2_18_2_3_alh,hypotactic,8
es_wr_a2_18_2_3_alh,paratactic,2
es_wr_a2_18_3_14_pamm,hypotactic,4
es_wr_a2_18_3_14_pamm,paratactic,2
es_wr_a2_18_7_3_mca,hypotactic,5
es_wr_a2_18_7_3_mca,paratactic,2
es_wr_a2_18_8_13_egb,hypotactic,4
es_wr_a2_18_8_13_egb,paratactic,2
es_wr_a2_18_8_13_mrm,hypotactic,6
es_wr_a2_18_8_13_mrm,paratactic,9
es_wr_a2_18_8_14_ezs,hypotactic,14
es_wr_a2_18_8_14_ezs,paratactic,11
es_wr_a2_18_8_3_yoe,hypotactic,6
es_wr_a2_18_8_3_yoe,paratactic,4
es_wr_a2_19_10_14_acg,hypotactic,3
es_wr_a2_19_10_14_acg,paratactic,3
es_wr_a2_19_10_3_ig,hypotactic,5
es_wr_a2_19_10_3_ig,paratactic,6
es_wr_a2_19_10_3_zzb,hypotactic,4
es_wr_a2_19_10_3_zzb,paratactic,2
es_wr_a2_19_11_13_mrt,hypotactic,2
es_wr_a2_19_11_13_mrt,paratactic,3
es_wr_a2_19_11_14_malp,hypotactic,5
es_wr_a2_19_11_14_reg,hypotactic,4
es_wr_a2_19_11_3_a,hypotactic,3
es_wr_a2_19_11_3_a,paratactic,2
es_wr_a2_19_11_3_crh,hypotactic,2
es_wr_a2_19_11_3_crh,paratactic,1
es_wr_a2_19_11_3_sml,hypotactic,5
es_wr_a2_19_11_3_sml,paratactic,3
es_wr_a2_19_12_13_lpd,hypotactic,4
es_wr_a2_19_12_13_lpd,paratactic,4
es_wr_a2_19_12_13_rrr,hypotactic,3
es_wr_a2_19_12_13_rrr,paratactic,2
es_wr_a2_19_12_14_irm,hypotactic,5
es_wr_a2_19_12_14_irm,paratactic,8
es_wr_a2_19_12_3_brl,hypotactic,3
es_wr_a2_19_12_3_brl,paratactic,3
es_wr_a2_19_12_3_mst,hypotactic,4
es_wr_a2_19_12_3_mst,paratactic,2
es_wr_a2_19_13_13_vfc,hypotactic,5
es_wr_a2_19_13_13_vfc,paratactic,7
es_wr_a2_19_13_14_fv,hypotactic,3
es_wr_a2_19_13_3_fho,hypotactic,4
es_wr_a2_19_13_3_fho,paratactic,3
es_wr_a2_19_13_3_gdr,hypotactic,4
es_wr_a2_19_13_3_gdr,paratactic,5
es_wr_a2_19_14_13_mep,hypotactic,2
es_wr_a2_19_14_13_mep,paratactic,1
es_wr_a2_19_14_14_hrma,hypotactic,3
es_wr_a2_19_14_14_hrma,paratactic,7
es_wr_a2_19_14_14_idn,hypotactic,4
es_wr_a2_19_14_14_idn,paratactic,4
es_wr_a2_19_14_14_jmms,hypotactic,5
es_wr_a2_19_14_14_jmms,paratactic,2
es_wr_a2_19_14_3_cec,hypotactic,3
es_wr_a2_19_14_3_cec,paratactic,2
es_wr_a2_19_14_3_dcv,hypotactic,2
es_wr_a2_19_14_3_dcv,paratactic,2
es_wr_a2_19_14_3_eja,hypotactic,2
es_wr_a2_19_14_3_eja,paratactic,2
es_wr_a2_19_15_3_cpa,hypotactic,4
es_wr_a2_19_15_3_cpa,paratactic,1
es_wr_a2_19_15_3_cqm,hypotactic,2
es_wr_a2_19_15_3_mgm,hypotactic,3
es_wr_a2_19_15_3_mgm,paratactic,1
es_wr_a2_19_15_3_rcp,hypotactic,5
es_wr_a2_19_15_3_rcp,paratactic,1
es_wr_a2_19_16_3_aor,hypotactic,2
es_wr_a2_19_16_3_ar,hypotactic,2
es_wr_a2_19_16_3_llr,hypotactic,6
es_wr_a2_19_16_3_mgc,hypotactic,3
es_wr_a2_19_16_3_mjig,hypotactic,5
es_wr_a2_19_16_3_mjig,paratactic,1
es_wr_a2_19_17_3_mpm,hypotactic,2
es_wr_a2_19_17_3_mpm,paratactic,1
es_wr_a2_19_1_3_jimp,hypotactic,3
es_wr_a2_19_1_3_jimp,paratactic,2
es_wr_a2_19_2_13_ero,hypotactic,6
es_wr_a2_19_2_13_ero,paratactic,3
es_wr_a2_19_2_3_ea,hypotactic,2
es_wr_a2_19_2_3_ea,paratactic,2
es_wr_a2_19_3_3_avp,hypotactic,3
es_wr_a2_19_3_3_avp,paratactic,5
es_wr_a2_19_5_3_agj,hypotactic,3
es_wr_a2_19_5_3_agj,paratactic,5
es_wr_a2_19_5_3_fj,hypotactic,5
es_wr_a2_19_5_3_fj,paratactic,2
es_wr_a2_19_6_3_lpr,hypotactic,2
es_wr_a2_19_6_3_parr,hypotactic,2
es_wr_a2_19_6_3_parr,paratactic,2
es_wr_a2_19_7_3_haor,hypotactic,3
es_wr_a2_19_7_3_haor,paratactic,6
es_wr_a2_19_7_3_pm,hypotactic,2
es_wr_a2_19_7_3_pm,paratactic,2
es_wr_a2_19_9_13_rgm,hypotactic,3
es_wr_a2_19_9_13_rgm,paratactic,4
es_wr_a2_19_9_3_mly,hypotactic,3
es_wr_a2_19_9_3_mly,paratactic,1
es_wr_a2_19_9_3_vj,hypotactic,3
es_wr_a2_19_9_3_vj,paratactic,2
es_wr_a2_19_unknown_3_jgt,hypotactic,4
es_wr_a2_19_unknown_3_jgt,paratactic,2
es_wr_a2_20_10_14_lyl,hypotactic,3
es_wr_a2_20_10_14_lyl,paratactic,1
es_wr_a2_20_10_3_cjm,hypotactic,4
es_wr_a2_20_10_3_cjm,paratactic,2
es_wr_a2_20_10_3_jcmf,hypotactic,3
es_wr_a2_20_11_3_jsmp,hypotactic,4
es_wr_a2_20_11_3_jsmp,paratactic,2
es_wr_a2_20_11_3_lmpb,hypotactic,2
es_wr_a2_20_11_3_lmpb,paratactic,2
es_wr_a2_20_12_14_acg,hypotactic,3
es_wr_a2_20_12_14_acg,paratactic,2
es_wr_a2_20_12_14_nfm,hypotactic,5
es_wr_a2_20_12_14_nfm,paratactic,4
es_wr_a2_20_12_14_or,hypotactic,2
es_wr_a2_20_12_14_or,paratactic,3
es_wr_a2_20_12_14_plm,hypotactic,2
es_wr_a2_20_12_14_plm,paratactic,3
es_wr_a2_20_12_3_arsr,hypotactic,4
es_wr_a2_20_12_3_arsr,paratactic,1
es_wr_a2_20_13_3_axrc,hypotactic,5
es_wr_a2_20_13_3_axrc,paratactic,1
es_wr_a2_20_13_3_lar,hypotactic,2
es_wr_a2_20_13_3_lar,paratactic,1
es_wr_a2_20_13_3_migm,hypotactic,4
es_wr_a2_20_13_3_migm,paratactic,8
es_wr_a2_20_13_3_mjbg,hypotactic,5
es_wr_a2_20_13_3_mjbg,paratactic,1
es_wr_a2_20_13_3_mpmp,hypotactic,3
es_wr_a2_20_13_3_mpmp,paratactic,4
es_wr_a2_20_14_14_sfc,hypotactic,5
es_wr_a2_20_14_14_sfc,paratactic,4
es_wr_a2_20_14_3_agv,hypotactic,2
es_wr_a2_20_14_3_mat,hypotactic,4
es_wr_a2_20_14_3_mat,paratactic,4
es_wr_a2_20_14_3_mbd,hypotactic,6
es_wr_a2_20_14_3_mbd,paratactic,1
es_wr_a2_20_14_3_mdrs,hypotactic,2
es_wr_a2_20_14_3_mdrs,paratactic,1
es_wr_a2_20_14_3_shr,hypotactic,3
es_wr_a2_20_14_3_shr,paratactic,2
es_wr_a2_20_14_3_smj,hypotactic,4
es_wr_a2_20_15_14_lcr,hypotactic,5
es_wr_a2_20_15_14_lcr,paratactic,3
es_wr_a2_20_15_3_atv,hypotactic,5
es_wr_a2_20_15_3_atv,paratactic,1
es_wr_a2_20_15_3_dmg,hypotactic,6
es_wr_a2_20_15_3_dmg,paratactic,2
es_wr_a2_20_15_3_imc,hypotactic,3
es_wr_a2_20_15_3_imc,paratactic,2
es_wr_a2_20_15_3_lll,hypotactic,3
es_wr_a2_20_15_3_lll,paratactic,3
es_wr_a2_20_15_3_ltf,hypotactic,4
es_wr_a2_20_15_3_ltf,paratactic,1
es_wr_a2_20_15_3_mga,hypotactic,3
es_wr_a2_20_16_13_metm,hypotactic,2
es_wr_a2_20_16_13_metm,paratactic,2
es_wr_a2_20_16_3_itp,hypotactic,4
es_wr_a2_20_16_3_itp,paratactic,1
es_wr_a2_20_17_14_avm,hypotactic,6
es_wr_a2_20_17_14_lgg,hypotactic,4
es_wr_a2_20_17_14_lgg,paratactic,2
es_wr_a2_20_17_3_pmmm,hypotactic,4
es_wr_a2_20_1_13_pla,hypotactic,3
es_wr_a2_20_1_13_pla,paratactic,1
es_wr_a2_20_2_3_aldcml,hypotactic,5
es_wr_a2_20_2_3_aldcml,paratactic,1
es_wr_a2_20_2_3_el,hypotactic,2
es_wr_a2_20_2_3_el,paratactic,1
es_wr_a2_20_2_3_fphc,hypotactic,4
es_wr_a2_20_2_3_fphc,paratactic,2
es_wr_a2_20_3_3_aerc,hypotactic,3
es_wr_a2_20_3_3_aerc,paratactic,2
es_wr_a2_20_3_3_jmhl,hypotactic,3
es_wr_a2_20_3_3_jmhl,paratactic,2
es_wr_a2_20_3_3_shp,hypotactic,5
es_wr_a2_20_3_3_shp,paratactic,1
es_wr_a2_20_4_14_lcg,hypotactic,5
es_wr_a2_20_4_14_lcg,paratactic,11
es_wr_a2_20_4_3_bpr,hypotactic,2
es_wr_a2_20_4_3_lmlv,hypotactic,4
es_wr_a2_20_4_3_lmlv,paratactic,2
es_wr_a2_20_5_3_eim,hypotactic,3
es_wr_a2_20_5_3_eim,paratactic,1
es_wr_a2_20_6_3_opc,hypotactic,2
es_wr_a2_20_6_3_opc,paratactic,2
es_wr_a2_20_7_14_cb,hypotactic,13
es_wr_a2_20_7_14_cb,paratactic,3
es_wr_a2_20_7_14_jmcc,hypotactic,4
es_wr_a2_20_7_14_jmcc,paratactic,2
es_wr_a2_20_7_3_sgm,hypotactic,3
es_wr_a2_20_7_3_sgm,paratactic,2
es_wr_a2_20_8_3_eapc,hypotactic,3
es_wr_a2_20_8_3_eapc,paratactic,2
es_wr_a2_20_8_3_emr,hypotactic,3
es_wr_a2_20_8_3_ljc,hypotactic,3
es_wr_a2_21_10_13_mdcbl,hypotactic,11
es_wr_a2_21_10_14_rag,hypotactic,4
es_wr_a2_21_10_14_rag,paratactic,1
es_wr_a2_21_10_3_mcvs,hypotactic,3
es_wr_a2_21_10_3_mcvs,paratactic,3
es_wr_a2_21_10_3_mpn,hypotactic,2
es_wr_a2_21_10_3_mpn,paratactic,1
es_wr_a2_21_11_3_dma,hypotactic,3
es_wr_a2_21_11_3_vav,hypotactic,3
es_wr_a2_21_11_3_vav,paratactic,3
es_wr_a2_21_12_3_apc,hypotactic,2
es_wr_a2_21_12_3_cgg,hypotactic,3
es_wr_a2_21_12_3_cgg,paratactic,1
es_wr_a2_21_12_3_egb,hypotactic,2
es_wr_a2_21_12_3_egb,paratactic,2
es_wr_a2_21_12_3_jmc,hypotactic,3
es_wr_a2_21_12_3_mmg,hypotactic,5
es_wr_a2_21_12_3_mmg,paratactic,3
es_wr_a2_21_12_3_nfj,hypotactic,2
es_wr_a2_21_13_3_agg,hypotactic,2
es_wr_a2_21_13_3_jrl,hypotactic,3
es_wr_a2_21_14_14_dmm,hypotactic,6
es_wr_a2_21_14_14_dmm,paratactic,1
es_wr_a2_21_14_3_cnhp,hypotactic,4
es_wr_a2_21_14_3_cnhp,paratactic,2
es_wr_a2_21_14_3_dmv,hypotactic,3
es_wr_a2_21_14_3_dmv,paratactic,4
es_wr_a2_21_14_3_mgc,hypotactic,3
es_wr_a2_21_14_3_mgc,paratactic,1
es_wr_a2_21_15_13_etg,hypotactic,6
es_wr_a2_21_15_13_etg,paratactic,2
es_wr_a2_21_15_14_cm,hypotactic,4
es_wr_a2_21_15_14_mtgg,hypotactic,4
es_wr_a2_21_15_14_mtgg,paratactic,6
es_wr_a2_21_15_3_cbc,hypotactic,2
es_wr_a2_21_15_3_kbe,hypotactic,3
es_wr_a2_21_15_3_kbe,paratactic,2
es_wr_a2_21_15_3_mcl,hypotactic,4
es_wr_a2_21_15_3_peo,hypotactic,3
es_wr_a2_21_15_3_peo,paratactic,1
es_wr_a2_21_15_3_rem,hypotactic,2
es_wr_a2_21_15_3_rem,paratactic,2
es_wr_a2_21_16_14_bsv,hypotactic,5
es_wr_a2_21_16_14_bsv,paratactic,2
es_wr_a2_21_16_14_mml,hypotactic,3
es_wr_a2_21_16_14_mml,paratactic,4
es_wr_a2_21_16_14_phm,hypotactic,7
es_wr_a2_21_16_3_ace,hypotactic,4
es_wr_a2_21_16_3_ace,paratactic,1
es_wr_a2_21_16_3_apc,hypotactic,2
es_wr_a2_21_16_3_l,hypotactic,4
es_wr_a2_21_16_3_l,paratactic,3
es_wr_a2_21_16_3_lll,hypotactic,4
es_wr_a2_21_16_3_lll,paratactic,1
es_wr_a2_21_17_3_srg,hypotactic,7
es_wr_a2_21_17_3_srg,paratactic,3
es_wr_a2_21_18_3_amo,hypotactic,3
es_wr_a2_21_18_3_amo,paratactic,2
es_wr_a2_21_18_3_emap,hypotactic,2
es_wr_a2_21_18_3_emap,paratactic,3
es_wr_a2_21_18_3_rmp,hypotactic,3
es_wr_a2_21_18_3_rmp,paratactic,1
es_wr_a2_21_3_3_nysd,hypotactic,5
es_wr_a2_21_3_3_nysd,paratactic,3
es_wr_a2_21_8_3_ipdc,hypotactic,3
es_wr_a2_21_8_3_r,hypotactic,4
es_wr_a2_21_8_3_r,paratactic,1
es_wr_a2_21_9_3_mcc,hypotactic,3
es_wr_a2_21_9_3_mcc,paratactic,2
es_wr_a2_22_10_14_gug,hypotactic,2
es_wr_a2_22_10_14_gug,paratactic,2
es_wr_a2_22_10_14_smc,hypotactic,6
es_wr_a2_22_10_14_smc,paratactic,4
es_wr_a2_22_10_3_imo,hypotactic,2
es_wr_a2_22_10_3_imo,paratactic,3
es_wr_a2_22_10_3_jmup,hypotactic,2
es_wr_a2_22_10_3_op,hypotactic,3
es_wr_a2_22_10_3_op,paratactic,2
es_wr_a2_22_11_3_avg,hypotactic,2
es_wr_a2_22_11_3_avg,paratactic,5
es_wr_a2_22_12_3_agr,hypotactic,3
es_wr_a2_22_12_3_agr,paratactic,2
es_wr_a2_22_12_3_enb,hypotactic,2
es_wr_a2_22_12_3_ian,hypotactic,3
es_wr_a2_22_12_3_spa,hypotactic,2
es_wr_a2_22_12_3_spa,paratactic,2
es_wr_a2_22_13_14_col,hypotactic,3
es_wr_a2_22_13_14_col,paratactic,1
es_wr_a2_22_13_3_bsg,hypotactic,2
es_wr_a2_22_13_3_bsg,paratactic,1
es_wr_a2_22_14_3_mna,hypotactic,3
es_wr_a2_22_15_13_bps,hypotactic,2
es_wr_a2_22_15_13_bps,paratactic,4
es_wr_a2_22_15_13_rmv,hypotactic,4
es_wr_a2_22_15_13_rmv,paratactic,6
es_wr_a2_22_16_3_jcmc,hypotactic,3
es_wr_a2_22_16_3_jcmc,paratactic,2
es_wr_a2_22_17_3_lmb,hypotactic,4
es_wr_a2_22_17_3_lmb,paratactic,5
es_wr_a2_22_18_3_mgs,hypotactic,4
es_wr_a2_22_18_3_mgs,paratactic,1
es_wr_a2_22_19_14_fmam,hypotactic,6
es_wr_a2_22_19_14_fmam,paratactic,4
es_wr_a2_22_20_3_mn,hypotactic,5
es_wr_a2_22_20_3_mn,paratactic,1
es_wr_a2_22_5_14_jlms,hypotactic,3
es_wr_a2_22_5_14_jlms,paratactic,2
es_wr_a2_22_5_3_arg,hypotactic,7
es_wr_a2_22_5_3_arg,paratactic,1
es_wr_a2_22_5_3_lmsp,hypotactic,8
es_wr_a2_22_5_3_lmsp,paratactic,1
es_wr_a2_22_6_3_gbdlf,hypotactic,4
es_wr_a2_22_6_3_gbdlf,paratactic,1
es_wr_a2_22_6_3_npg,hypotactic,4
es_wr_a2_22_6_3_npg,paratactic,1
es_wr_a2_22_7_3_cfc,hypotactic,3
es_wr_a2_22_7_3_nmg,hypotactic,3
es_wr_a2_22_7_3_nmg,paratactic,1
es_wr_a2_22_8_3_cj,hypotactic,2
es_wr_a2_22_8_3_cj,paratactic,1
es_wr_a2_22_8_3_fnl,hypotactic,5
es_wr_a2_22_8_3_fnl,paratactic,2
es_wr_a2_22_9_14_srm,hypotactic,4
es_wr_a2_22_9_14_srm,paratactic,1
es_wr_a2_22_9_3_jhh,hypotactic,5
es_wr_a2_22_9_3_jhh,paratactic,2
es_wr_a2_22_9_3_jsc,hypotactic,4
es_wr_a2_22_9_3_jsc,paratactic,2
es_wr_a2_22_9_3_mfal,hypotactic,3
es_wr_a2_22_9_3_mfal,paratactic,4
es_wr_a2_23_10_2_a,hypotactic,3
es_wr_a2_23_10_3_arh,hypotactic,4
es_wr_a2_23_10_3_arh,paratactic,3
es_wr_a2_23_10_3_jam,hypotactic,3
es_wr_a2_23_10_3_jam,paratactic,2
es_wr_a2_23_11_3_csa,hypotactic,3
es_wr_a2_23_12_3_mcd,hypotactic,5
es_wr_a2_23_12_3_mcd,paratactic,3
es_wr_a2_23_12_3_mhr,hypotactic,5
es_wr_a2_23_12_3_mhr,paratactic,2
es_wr_a2_23_12_3_pcs,hypotactic,3
es_wr_a2_23_12_3_pcs,paratactic,2
es_wr_a2_23_13_14_msmg,hypotactic,3
es_wr_a2_23_13_14_msmg,paratactic,1
es_wr_a2_23_13_3_md,hypotactic,3
es_wr_a2_23_13_3_md,paratactic,1
es_wr_a2_23_14_2_po,hypotactic,4
es_wr_a2_23_14_3_fmh,hypotactic,3
es_wr_a2_23_14_3_fmh,paratactic,1
es_wr_a2_23_15_14_mrz,hypotactic,5
es_wr_a2_23_15_14_mrz,paratactic,7
es_wr_a2_23_15_3_gca,hypotactic,2
es_wr_a2_23_15_3_gca,paratactic,1
es_wr_a2_23_15_3_vmgm,hypotactic,5
es_wr_a2_23_17_3_arc,hypotactic,3
es_wr_a2_23_17_3_ádá,hypotactic,2
es_wr_a2_23_17_3_ádá,paratactic,1
es_wr_a2_23_18_3_mcm,hypotactic,2
es_wr_a2_23_18_3_mcm,paratactic,2
es_wr_a2_23_20_3_nechhp,hypotactic,4
es_wr_a2_23_20_3_nechhp,paratactic,1
es_wr_a2_23_4_14_b,hypotactic,7
es_wr_a2_23_4_14_b,paratactic,11
es_wr_a2_23_7_3_zlnd,hypotactic,3
es_wr_a2_23_7_3_zlnd,paratactic,2
es_wr_a2_23_8_3_mah,hypotactic,4
es_wr_a2_23_8_3_mah,paratactic,4
es_wr_a2_24_10_3_cdr,hypotactic,4
es_wr_a2_24_10_3_ctc,hypotactic,6
es_wr_a2_24_10_3_ctc,paratactic,1
es_wr_a2_24_12_3_cap,hypotactic,4
es_wr_a2_24_15_3_lpr,hypotactic,2
es_wr_a2_24_15_3_lpr,paratactic,3
es_wr_a2_24_15_3_mor,hypotactic,5
es_wr_a2_24_15_3_mor,paratactic,4
es_wr_a2_24_17_3_jmr,hypotactic,5
es_wr_a2_24_17_3_jmr,paratactic,2
es_wr_a2_24_17_3_nag,hypotactic,2
es_wr_a2_24_17_3_nag,paratactic,3
es_wr_a2_24_18_3_cgsv,hypotactic,3
es_wr_a2_24_18_3_cgsv,paratactic,1
es_wr_a2_24_21_3_aegt,hypotactic,2
es_wr_a2_24_8_3_dagr,hypotactic,3
es_wr_a2_24_8_3_dagr,paratactic,3
es_wr_a2_24_9_3_avc,hypotactic,3
es_wr_a2_24_9_3_avc,paratactic,2
es_wr_a2_25_10_3_fat,hypotactic,2
es_wr_a2_25_10_3_fat,paratactic,1
es_wr_a2_25_11_3_bb,hypotactic,3
es_wr_a2_25_12_3_amc,hypotactic,2
es_wr_a2_25_12_3_amc,paratactic,1
es_wr_a2_25_13_3_lmt,hypotactic,4
es_wr_a2_25_13_3_lmt,paratactic,3
es_wr_a2_25_14_3_emgg,hypotactic,6
es_wr_a2_25_14_3_emgg,paratactic,1
es_wr_a2_25_15_3_svc,hypotactic,6
es_wr_a2_25_15_3_svc,paratactic,1
es_wr_a2_25_1_14_ag,hypotactic,3
es_wr_a2_25_1_14_ag,paratactic,4
es_wr_a2_25_1_14_agm,hypotactic,3
es_wr_a2_25_1_14_agm,paratactic,4
es_wr_a2_25_1_2_bm,hypotactic,2
es_wr_a2_25_21_3_amr,hypotactic,2
es_wr_a2_25_21_3_amr,paratactic,1
es_wr_a2_25_7_3_fagl,hypotactic,4
es_wr_a2_26_10_14_isj,hypotactic,4
es_wr_a2_26_10_14_isj,paratactic,1
es_wr_a2_26_10_14_jp,hypotactic,10
es_wr_a2_26_10_14_jp,paratactic,9
es_wr_a2_26_10_3_emam,hypotactic,2
es_wr_a2_26_12_3_jgp,hypotactic,3
es_wr_a2_26_15_3_prp,hypotactic,2
es_wr_a2_26_15_3_prp,paratactic,4
es_wr_a2_26_17_3_dsg,hypotactic,2
es_wr_a2_26_17_3_dsg,paratactic,1
es_wr_a2_26_18_3_jpa,hypotactic,4
es_wr_a2_26_20_3_aon,hypotactic,4
es_wr_a2_26_20_3_aon,paratactic,1
es_wr_a2_26_3_14_sm,hypotactic,2
es_wr_a2_26_3_14_sm,paratactic,1
es_wr_a2_26_4_3_lv,hypotactic,2
es_wr_a2_26_4_3_lv,paratactic,1
es_wr_a2_27_10_3_sarm,hypotactic,3
es_wr_a2_27_15_3_clp,hypotactic,3
es_wr_a2_27_19_3_amt,hypotactic,4
es_wr_a2_27_19_3_amt,paratactic,1
es_wr_a2_27_6_3_s,hypotactic,5
es_wr_a2_27_6_3_s,paratactic,1
es_wr_a2_28_12_3_mgg,hypotactic,3
es_wr_a2_28_12_3_mgg,paratactic,1
es_wr_a2_28_3_3_mzv,hypotactic,4
es_wr_a2_28_3_3_mzv,paratactic,1
es_wr_a2_28_6_3_lm,hypotactic,3
es_wr_a2_28_6_3_lm,paratactic,1
es_wr_a2_29_10_3_dsp,hypotactic,4
es_wr_a2_29_10_3_dsp,paratactic,2
es_wr_a2_29_11_13_cg,hypotactic,5
es_wr_a2_29_11_13_cg,paratactic,1
es_wr_a2_29_15_3_jc,hypotactic,5
es_wr_a2_29_15_3_jc,paratactic,2
es_wr_a2_29_23_3_rcab,hypotactic,2
es_wr_a2_29_23_3_rcab,paratactic,1
es_wr_a2_29_24_3_afg,hypotactic,3
es_wr_a2_29_24_3_afg,paratactic,1
es_wr_a2_29_2_3_amp,hypotactic,4
es_wr_a2_29_2_3_amp,paratactic,2
es_wr_a2_29_7_3_imp,hypotactic,3
es_wr_a2_29_7_3_imp,paratactic,3
es_wr_a2_30_24_3_imla,hypotactic,3
es_wr_a2_30_24_3_imla,paratactic,4
es_wr_a2_30_8_3_pmb,hypotactic,4
es_wr_a2_30_8_3_pmb,paratactic,4
es_wr_a2_31_1_14_lp,hypotactic,5
es_wr_a2_31_1_14_lp,paratactic,7
es_wr_a2_32_10_3_ple,hypotactic,2
es_wr_a2_32_10_3_ple,paratactic,3
es_wr_a2_32_3_3_omcn,hypotactic,2
es_wr_a2_33_10_14_ll,hypotactic,5
es_wr_a2_33_10_14_ll,paratactic,9
es_wr_a2_33_10_3_fab,hypotactic,4
es_wr_a2_33_15_3_doc,hypotactic,5
es_wr_a2_33_15_3_doc,paratactic,2
es_wr_a2_33_1_3_abg,hypotactic,4
es_wr_a2_33_1_3_abg,paratactic,2
es_wr_a2_33_20_3_ehq,hypotactic,4
es_wr_a2_33_9_3_avg,hypotactic,2
es_wr_a2_33_9_3_avg,paratactic,1
es_wr_a2_35_28_3_trc,hypotactic,2
es_wr_a2_36_20_14_mv,hypotactic,2
es_wr_a2_36_20_14_mv,paratactic,1
es_wr_a2_37_33_2_lvg,hypotactic,4
es_wr_a2_37_3_14_bes,hypotactic,6
es_wr_a2_37_3_14_bes,paratactic,6
es_wr_a2_40_10_3_mg,hypotactic,2
es_wr_a2_40_10_3_mg,paratactic,2
es_wr_a2_41_29_3_prr,hypotactic,4
es_wr_a2_46_unknown_13_pv,hypotactic,6
es_wr_a2_46_unknown_13_pv,paratactic,5
es_wr_a2_47_1_3_cmg,hypotactic,5
es_wr_a2_47_7_3_mjpm,hypotactic,2
es_wr_a2_47_7_3_mjpm,paratactic,1
es_wr_a2_48_20_3_bpr,hypotactic,5
es_wr_a2_48_20_3_bpr,paratactic,1
es_wr_a2_48_7_14_mg,hypotactic,4
es_wr_a2_48_7_14_mg,paratactic,3
es_wr_a2_50_3_14_avs,hypotactic,5
es_wr_a2_50_3_14_avs,paratactic,2
es_wr_a2_50_6_14_mjrc,hypotactic,4
es_wr_a2_50_6_14_mjrc,paratactic,2
es_wr_a2_52_15_3_mcpm,hypotactic,4
es_wr_a2_52_15_3_mcpm,paratactic,1
es_wr_a2_55_2_3_mdhr,hypotactic,3
es_wr_a2_58_3_3_erb,hypotactic,3
es_wr_a2_59_unknown_14_mab,hypotactic,6
es_wr_a2_59_unknown_14_mab,paratactic,6
es_wr_a2_60_5_3_iapl,hypotactic,3
es_wr_a2_60_5_3_iapl,paratactic,1
es_wr_a2_61_3_3_spg,hypotactic,4
es_wr_a2_61_3_3_spg,paratactic,2
es_wr_a2_61_6_14_yy,hypotactic,4
es_wr_a2_61_6_14_yy,paratactic,6
es_wr_a2_62_40_14_jrg,hypotactic,3
es_wr_a2_66_8_3_jmg,hypotactic,3
es_wr_a2_66_8_3_jmg,paratactic,1
es_wr_a2_71_10_3_cb,hypotactic,2
es_wr_b1_12_9_13_aae,hypotactic,2
es_wr_b1_12_9_13_aae,paratactic,5
es_wr_b1_13_10_13_iro,hypotactic,4
es_wr_b1_13_10_13_iro,paratactic,4
es_wr_b1_13_10_13_mcb,hypotactic,3
es_wr_b1_13_10_13_mcb,paratactic,3
es_wr_b1_13_10_13_vml,hypotactic,2
es_wr_b1_13_10_13_vml,paratactic,14
es_wr_b1_13_7_13_erb,hypotactic,4
es_wr_b1_13_7_13_erb,paratactic,5
es_wr_b1_13_7_13_jc,hypotactic,4
es_wr_b1_13_7_13_jc,paratactic,7
es_wr_b1_13_7_13_jcb,hypotactic,2
es_wr_b1_13_7_13_jcb,paratactic,9
es_wr_b1_13_7_13_jmgf,hypotactic,3
es_wr_b1_13_7_13_jmgf,paratactic,3
es_wr_b1_13_7_13_jrj,hypotactic,4
es_wr_b1_13_7_13_jrj,paratactic,4
es_wr_b1_13_7_13_prl,hypotactic,4
es_wr_b1_13_7_13_prl,paratactic,8
es_wr_b1_13_7_13_tmz,hypotactic,2
es_wr_b1_13_7_13_tmz,paratactic,6
es_wr_b1_13_8_13_aeg,hypotactic,3
es_wr_b1_13_8_13_aeg,paratactic,3
es_wr_b1_13_8_13_sbf,hypotactic,3
es_wr_b1_13_8_13_sbf,paratactic,5
es_wr_b1_14_0_13_mmg,hypotactic,3
es_wr_b1_14_0_13_mmg,paratactic,4
es_wr_b1_14_11_13_acb,hypotactic,6
es_wr_b1_14_11_13_acb,paratactic,1
es_wr_b1_14_12_13_rmr,hypotactic,4
es_wr_b1_14_12_13_rmr,paratactic,4
es_wr_b1_14_5_13_apl,hypotactic,5
es_wr_b1_14_5_13_apl,paratactic,9
es_wr_b1_14_6_13_crr,hypotactic,2
es_wr_b1_14_6_13_crr,paratactic,5
es_wr_b1_14_6_13_igr,hypotactic,3
es_wr_b1_14_6_13_igr,paratactic,5
es_wr_b1_14_6_13_ja,hypotactic,3
es_wr_b1_14_6_13_ja,paratactic,4
