text_id,detected_item,n_cases
cz_wr_b1_62_5_14_bk,when,1
cz_wr_b1_62_5_14_bk,where,2
cz_wr_b1_75_5_14_em,but,1
cz_wr_b1_75_5_14_em,where,3
cz_wr_b2_18_10_14_ar,and so,1
cz_wr_b2_18_10_14_ar,but,2
cz_wr_b2_18_10_14_ar,therefore,1
cz_wr_b2_18_10_14_ar,until,1
cz_wr_b2_18_10_14_ar,when,1
cz_wr_b2_18_10_14_ar,where,2
cz_wr_b2_18_10_14_ms,before,1
cz_wr_b2_18_10_14_ms,but,2
cz_wr_b2_18_10_14_ms,so,2
cz_wr_b2_18_10_14_ms,where,3
cz_wr_b2_18_11_14_ld,after,2
cz_wr_b2_18_11_14_ld,and,1
cz_wr_b2_18_11_14_ld,before,1
cz_wr_b2_18_11_14_ld,so,7
cz_wr_b2_18_11_14_ld,where,3
cz_wr_b2_18_12_14_jf,after,1
cz_wr_b2_18_12_14_jf,and,1
cz_wr_b2_18_12_14_jf,before,1
cz_wr_b2_18_12_14_jf,but,1
cz_wr_b2_18_12_14_jf,so,3
cz_wr_b2_18_12_14_jf,where,5
cz_wr_b2_18_15.5_14_os,as soon as,1
cz_wr_b2_18_15.5_14_os,when,1
cz_wr_b2_18_15.5_14_os,where,2
cz_wr_b2_18_8_14_dn,as,1
cz_wr_b2_18_8_14_dn,before,1
cz_wr_b2_18_8_14_dn,but,1
cz_wr_b2_18_8_14_dn,just as,1
cz_wr_b2_18_8_14_dn,so,1
cz_wr_b2_18_8_14_dn,where,2
cz_wr_b2_18_8_14_dn,while,1
cz_wr_b2_18_8_14_nd,and,3
cz_wr_b2_18_8_14_nd,and so,1
cz_wr_b2_18_8_14_nd,because,2
cz_wr_b2_18_8_14_nd,but,2
cz_wr_b2_18_8_14_nd,so,2
cz_wr_b2_18_8_14_nd,when,2
cz_wr_b2_18_8_14_nd,where,3
cz_wr_b2_19_11_14_tv,after,1
cz_wr_b2_19_11_14_tv,and,2
cz_wr_b2_19_11_14_tv,where,2
cz_wr_b2_19_13_14_jch,after,2
cz_wr_b2_19_13_14_jch,and,1
cz_wr_b2_19_13_14_jch,and so,1
cz_wr_b2_19_13_14_jch,before,1
cz_wr_b2_19_13_14_jch,but,5
cz_wr_b2_19_13_14_jch,once,1
cz_wr_b2_19_13_14_jch,since,1
cz_wr_b2_19_13_14_jch,so,5
cz_wr_b2_19_13_14_jch,still,1
cz_wr_b2_19_13_14_jch,until,1
cz_wr_b2_19_13_14_jch,where,6
cz_wr_b2_22_18_14_lg,and,2
cz_wr_b2_22_18_14_lg,because,1
cz_wr_b2_22_18_14_lg,before,1
cz_wr_b2_22_18_14_lg,so,2
cz_wr_b2_22_18_14_lg,where,4
cz_wr_b2_24_17_14_kp,and,1
cz_wr_b2_24_17_14_kp,so,4
cz_wr_b2_24_17_14_kp,then,1
cz_wr_b2_24_17_14_kp,when,2
cz_wr_b2_24_17_14_kp,where,2
cz_wr_b2_26_16_14_ab,and,1
cz_wr_b2_26_16_14_ab,when,1
cz_wr_b2_26_16_14_ab,where,3
cz_wr_b2_28_19_14_pm,but,1
cz_wr_b2_28_19_14_pm,earlier,1
cz_wr_b2_28_19_14_pm,so,3
cz_wr_b2_28_19_14_pm,when,2
cz_wr_b2_28_19_14_pm,where,3
cz_wr_b2_29_17_14_ts,so,1
cz_wr_b2_29_17_14_ts,where,2
cz_wr_b2_30_10_14_jv,and,3
cz_wr_b2_30_10_14_jv,and so,1
cz_wr_b2_30_10_14_jv,before,2
cz_wr_b2_30_10_14_jv,but,1
cz_wr_b2_30_10_14_jv,for example,1
cz_wr_b2_30_10_14_jv,so,2
cz_wr_b2_30_10_14_jv,when,2
cz_wr_b2_30_10_14_jv,where,2
cz_wr_b2_31_21_14_ml,and,1
cz_wr_b2_31_21_14_ml,then,1
cz_wr_b2_31_21_14_ml,where,2
cz_wr_b2_33_17_14_vk,and,6
cz_wr_b2_33_17_14_vk,but,2
cz_wr_b2_33_17_14_vk,so,2
cz_wr_b2_33_17_14_vk,where,5
cz_wr_b2_34_22_14_kh,and,1
cz_wr_b2_34_22_14_kh,before,1
cz_wr_b2_34_22_14_kh,but,1
cz_wr_b2_34_22_14_kh,so,1
cz_wr_b2_34_22_14_kh,where,2
cz_wr_b2_35_32_14_mk,and,3
cz_wr_b2_35_32_14_mk,when,1
cz_wr_b2_35_32_14_mk,where,2
cz_wr_b2_44_30_14_kb,and,1
cz_wr_b2_44_30_14_kb,because,1
cz_wr_b2_44_30_14_kb,but,2
cz_wr_b2_44_30_14_kb,where,2
cz_wr_c1_18_14_14_bf,because,1
cz_wr_c1_18_14_14_bf,before,2
cz_wr_c1_18_14_14_bf,so,3
cz_wr_c1_18_14_14_bf,then,1
cz_wr_c1_18_14_14_bf,where,3
cz_wr_c1_18_9_14_cp,actually,4
cz_wr_c1_18_9_14_cp,and,10
cz_wr_c1_18_9_14_cp,away from,3
cz_wr_c1_18_9_14_cp,because,2
cz_wr_c1_18_9_14_cp,before,2
cz_wr_c1_18_9_14_cp,but,6
cz_wr_c1_18_9_14_cp,if,4
cz_wr_c1_18_9_14_cp,so,1
cz_wr_c1_18_9_14_cp,still,2
cz_wr_c1_18_9_14_cp,then,3
cz_wr_c1_18_9_14_cp,when,2
cz_wr_c1_18_9_14_cp,where,5
cz_wr_c1_18_9_14_cp,while,2
cz_wr_c1_18_9_14_nk,where,2
cz_wr_c1_19_10_14_fb,but,1
cz_wr_c1_19_10_14_fb,instead,1
cz_wr_c1_19_10_14_fb,where,3
cz_wr_c1_19_10_14_fb,while,1
cz_wr_c1_19_14_14_vaz,after,2
cz_wr_c1_19_14_14_vaz,and,2
cz_wr_c1_19_14_14_vaz,so,1
cz_wr_c1_19_14_14_vaz,then,2
cz_wr_c1_19_14_14_vaz,where,3
cz_wr_c1_20_10_14_bv,because,1
cz_wr_c1_20_10_14_bv,then,1
cz_wr_c1_20_10_14_bv,where,3
cz_wr_c1_24_14_14_as,as,1
cz_wr_c1_24_14_14_as,but,1
cz_wr_c1_24_14_14_as,that is,1
cz_wr_c1_24_14_14_as,when,2
cz_wr_c1_24_14_14_as,where,3
cz_wr_c1_24_14_14_as,while,1
cz_wr_c1_33_16_14_sr,but,1
cz_wr_c1_33_16_14_sr,where,2
cz_wr_c1_33_16_14_sr,while,1
cz_wr_c1_33_30_14_jp,for example,1
cz_wr_c1_33_30_14_jp,when,3
cz_wr_c1_33_30_14_jp,where,2
cz_wr_c1_38_28_14_jp,and,2
cz_wr_c1_38_28_14_jp,as,1
cz_wr_c1_38_28_14_jp,where,2
cz_wr_c1_44_32_14_lm,after,1
cz_wr_c1_44_32_14_lm,before,1
cz_wr_c1_44_32_14_lm,so,1
cz_wr_c1_44_32_14_lm,still,1
cz_wr_c1_44_32_14_lm,that is,1
cz_wr_c1_44_32_14_lm,therefore,1
cz_wr_c1_44_32_14_lm,when,2
cz_wr_c1_44_32_14_lm,where,2
cz_wr_c1_47_37_14_tch,and,1
cz_wr_c1_47_37_14_tch,before,1
cz_wr_c1_47_37_14_tch,thus,2
cz_wr_c1_47_37_14_tch,when,1
