text_id,analysis_level,word_count_text,word_count_source,detected_cases_raw,detected_cases_per_1000,macro_extension_raw,macro_extension_per_1000,macro_enhancement_raw,macro_enhancement_per_1000,taxis_paratactic_raw,taxis_paratactic_per_1000,taxis_hypotactic_raw,taxis_hypotactic_per_1000,intra_enh_spat_same_place_hypo_raw,intra_enh_spat_same_place_hypo_per_1000,intra_ext_add_para_raw,intra_ext_add_para_per_1000,intra_enh_caus_reason_para_raw,intra_enh_caus_reason_para_per_1000,intra_enh_temp_sim_hypo_raw,intra_enh_temp_sim_hypo_per_1000,intra_enh_temp_later_para_raw,intra_enh_temp_later_para_per_1000,intra_ext_var_subtr_para_raw,intra_ext_var_subtr_para_per_1000,intra_enh_caus_conc_para_raw,intra_enh_caus_conc_para_per_1000,intra_enh_temp_earlier_hypo_raw,intra_enh_temp_earlier_hypo_per_1000,intra_enh_temp_later_hypo_raw,intra_enh_temp_later_hypo_per_1000,intra_ext_alternation_hypo_raw,intra_ext_alternation_hypo_per_1000,intra_enh_caus_reason_hypo_raw,intra_enh_caus_reason_hypo_per_1000,intra_enh_caus_purpose_hypo_raw,intra_enh_caus_purpose_hypo_per_1000,intra_enh_temp_earlier_para_raw,intra_enh_temp_earlier_para_per_1000,intra_enh_temp_sim_para_raw,intra_enh_temp_sim_para_per_1000,intra_enh_caus_conc_hypo_raw,intra_enh_caus_conc_hypo_per_1000,intra_enh_caus_cond_hypo_raw,intra_enh_caus_cond_hypo_per_1000,intra_enh_spat_same_place_para_raw,intra_enh_spat_same_place_para_per_1000,intra_enh_spat_different_place_hypo_raw,intra_enh_spat_different_place_hypo_per_1000,macro_elaboration_raw,macro_elaboration_per_1000,intra_elab_clar_para_raw,intra_elab_clar_para_per_1000,intra_ext_add_hypo_raw,intra_ext_add_hypo_per_1000,intra_enh_manner_comparison_hypo_raw,intra_enh_manner_comparison_hypo_per_1000,intra_elab_exemp_para_raw,intra_elab_exemp_para_per_1000,intra_ext_var_repl_para_raw,intra_ext_var_repl_para_per_1000,intra_elab_amp_para_raw,intra_elab_amp_para_per_1000,intra_enh_spat_different_place_para_raw,intra_enh_spat_different_place_para_per_1000,intra_ext_var_subtr_hypo_raw,intra_ext_var_subtr_hypo_per_1000,intra_ext_var_repl_hypo_raw,intra_ext_var_repl_hypo_per_1000,intra_elab_amp_hypo_raw,intra_elab_amp_hypo_per_1000,intra_elab_clar_hypo_raw,intra_elab_clar_hypo_per_1000,intra_enh_manner_comparison_para_raw,intra_enh_manner_comparison_para_per_1000,intra_enh_manner_means_hypo_raw,intra_enh_manner_means_hypo_per_1000
cn_wr_a2_24_6_14_cjl,intra_sentential_supported_v2,296,parser_full_text,4,13.513513513513514,1.0,3.3783783783783785,3,10.135135135135135,2.0,6.756756756756757,2,6.756756756756757,2,6.756756756756757,,,1.0,3.3783783783783785,,,,,1.0,3.3783783783783785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_a2_25_21_14_zw,intra_sentential_supported_v2,429,parser_full_text,8,18.64801864801865,2.0,4.662004662004662,6,13.986013986013987,4.0,9.324009324009324,4,9.324009324009324,3,6.993006993006993,1.0,2.331002331002331,2.0,4.662004662004662,,,,,1.0,2.331002331002331,,,,,1.0,2.331002331002331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_a2_30_12_14_hyw,intra_sentential_supported_v2,393,parser_full_text,5,12.72264631043257,2.0,5.089058524173028,3,7.633587786259541,2.0,5.089058524173028,3,7.633587786259541,2,5.089058524173028,1.0,2.544529262086514,,,1.0,2.544529262086514,,,1.0,2.544529262086514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_18_12_14_ljj,intra_sentential_supported_v2,288,parser_full_text,6,20.833333333333332,1.0,3.472222222222222,5,17.36111111111111,2.0,6.944444444444444,4,13.888888888888888,2,6.944444444444444,,,1.0,3.472222222222222,1.0,3.472222222222222,,,1.0,3.472222222222222,,,,,,,,,1.0,3.472222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_19_12_14_zxy,intra_sentential_supported_v2,296,parser_full_text,6,20.27027027027027,1.0,3.3783783783783785,5,16.89189189189189,3.0,10.135135135135135,3,10.135135135135135,2,6.756756756756757,,,1.0,3.3783783783783785,,,,,1.0,3.3783783783783785,1.0,3.3783783783783785,,,,,,,1.0,3.3783783783783785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_20_11_14_pjy,intra_sentential_supported_v2,371,parser_full_text,9,24.258760107816713,,,9,24.258760107816713,3.0,8.086253369272237,6,16.172506738544474,4,10.781671159029651,,,3.0,8.086253369272237,1.0,2.6954177897574128,,,,,,,,,,,,,,,1.0,2.6954177897574128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_21_12_14_yjj,intra_sentential_supported_v2,309,parser_full_text,5,16.181229773462782,,,5,16.181229773462782,,,5,16.181229773462782,2,6.472491909385114,,,,,2.0,6.472491909385114,,,,,,,,,1.0,3.236245954692557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_21_17_14_jlh,intra_sentential_supported_v2,510,parser_full_text,7,13.72549019607843,3.0,5.88235294117647,4,7.8431372549019605,4.0,7.8431372549019605,3,5.88235294117647,2,3.9215686274509802,1.0,1.9607843137254901,,,,,1.0,1.9607843137254901,2.0,3.9215686274509802,,,,,1.0,1.9607843137254901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_21_18_14_myc,intra_sentential_supported_v2,414,parser_full_text,11,26.570048309178745,2.0,4.830917874396135,9,21.73913043478261,9.0,21.73913043478261,2,4.830917874396135,2,4.830917874396135,,,5.0,12.077294685990339,,,,,2.0,4.830917874396135,,,,,,,,,,,,,1.0,2.4154589371980677,1.0,2.4154589371980677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_21_8_14_gyw,intra_sentential_supported_v2,329,parser_full_text,4,12.158054711246201,1.0,3.0395136778115504,3,9.11854103343465,1.0,3.0395136778115504,3,9.11854103343465,2,6.079027355623101,1.0,3.0395136778115504,,,1.0,3.0395136778115504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_22_13_14_cxy,intra_sentential_supported_v2,364,parser_full_text,4,10.989010989010989,1.0,2.7472527472527473,3,8.241758241758243,1.0,2.7472527472527473,3,8.241758241758243,2,5.4945054945054945,,,,,,,,,1.0,2.7472527472527473,,,,,1.0,2.7472527472527473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_22_14_14_hym,intra_sentential_supported_v2,459,parser_full_text,6,13.071895424836601,1.0,2.1786492374727673,5,10.893246187363834,3.0,6.5359477124183005,3,6.5359477124183005,2,4.357298474945535,1.0,2.1786492374727673,2.0,4.357298474945535,1.0,2.1786492374727673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_23_17_14_cjx,intra_sentential_supported_v2,432,parser_full_text,13,30.09259259259259,5.0,11.574074074074073,8,18.51851851851852,8.0,18.51851851851852,5,11.574074074074073,2,4.62962962962963,5.0,11.574074074074073,3.0,6.944444444444444,,,,,,,,,1.0,2.314814814814815,1.0,2.314814814814815,,,,,1.0,2.314814814814815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_23_17_14_tan,intra_sentential_supported_v2,277,parser_full_text,3,10.830324909747292,,,3,10.830324909747292,1.0,3.6101083032490977,2,7.220216606498195,2,7.220216606498195,,,1.0,3.6101083032490977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_24_10_14_jy,intra_sentential_supported_v2,417,parser_full_text,4,9.592326139088728,1.0,2.398081534772182,3,7.194244604316547,1.0,2.398081534772182,3,7.194244604316547,3,7.194244604316547,,,,,,,,,1.0,2.398081534772182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_24_14_14_zy,intra_sentential_supported_v2,344,parser_full_text,4,11.627906976744185,,,4,11.627906976744185,,,4,11.627906976744185,2,5.813953488372093,,,,,2.0,5.813953488372093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_24_15_14_yd,intra_sentential_supported_v2,410,parser_full_text,6,14.634146341463415,,,6,14.634146341463415,4.0,9.75609756097561,2,4.878048780487805,2,4.878048780487805,,,1.0,2.4390243902439024,,,3.0,7.317073170731708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_25_12_14_gj,intra_sentential_supported_v2,370,parser_full_text,10,27.027027027027028,2.0,5.405405405405405,8,21.62162162162162,4.0,10.81081081081081,6,16.216216216216218,3,8.108108108108109,2.0,5.405405405405405,2.0,5.405405405405405,2.0,5.405405405405405,,,,,,,,,,,,,,,,,,,,,1.0,2.7027027027027026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_28_14_14_yxy,intra_sentential_supported_v2,396,parser_full_text,5,12.626262626262626,,,5,12.626262626262626,1.0,2.5252525252525255,4,10.101010101010102,3,7.575757575757576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.5252525252525255,1.0,2.5252525252525255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_28_23_14_xyy,intra_sentential_supported_v2,291,parser_full_text,7,24.054982817869416,3.0,10.309278350515465,4,13.745704467353951,5.0,17.182130584192443,2,6.8728522336769755,2,6.8728522336769755,1.0,3.4364261168384878,2.0,6.8728522336769755,,,,,2.0,6.8728522336769755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_30_10_14_zqm,intra_sentential_supported_v2,339,parser_full_text,7,20.64896755162242,3.0,8.849557522123893,4,11.799410029498524,3.0,8.849557522123893,4,11.799410029498524,2,5.899705014749262,2.0,5.899705014749262,,,,,,,1.0,2.949852507374631,,,,,1.0,2.949852507374631,,,1.0,2.949852507374631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_30_12_14_hyw,intra_sentential_supported_v2,335,parser_full_text,7,20.895522388059703,2.0,5.970149253731344,5,14.925373134328359,4.0,11.940298507462687,3,8.955223880597016,2,5.970149253731344,,,,,1.0,2.985074626865672,1.0,2.985074626865672,2.0,5.970149253731344,,,,,,,,,,,,,,,1.0,2.985074626865672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_30_27_14_wyh,intra_sentential_supported_v2,289,parser_full_text,4,13.84083044982699,,,4,13.84083044982699,,,4,13.84083044982699,2,6.920415224913495,,,,,,,,,,,,,,,2.0,6.920415224913495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_31_21_14_w,intra_sentential_supported_v2,308,parser_full_text,4,12.987012987012989,,,4,12.987012987012989,,,4,12.987012987012989,2,6.493506493506494,,,,,2.0,6.493506493506494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_32_14_14_sh,intra_sentential_supported_v2,506,parser_full_text,7,13.83399209486166,,,7,13.83399209486166,3.0,5.928853754940711,4,7.905138339920948,2,3.952569169960474,,,2.0,3.952569169960474,2.0,3.952569169960474,1.0,1.976284584980237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_32_20_14_fbc,intra_sentential_supported_v2,303,parser_full_text,5,16.5016501650165,2.0,6.600660066006601,3,9.900990099009901,3.0,9.900990099009901,2,6.600660066006601,2,6.600660066006601,2.0,6.600660066006601,,,,,1.0,3.3003300330033003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b1_34_8_14_gy,intra_sentential_supported_v2,495,parser_full_text,12,24.242424242424242,2.0,4.040404040404041,10,20.202020202020204,5.0,10.101010101010102,7,14.141414141414142,3,6.0606060606060606,1.0,2.0202020202020203,2.0,4.040404040404041,1.0,2.0202020202020203,,,1.0,2.0202020202020203,1.0,2.0202020202020203,,,2.0,4.040404040404041,,,,,,,,,,,,,,,,,1.0,2.0202020202020203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b2_16_8_14_s,intra_sentential_supported_v2,264,parser_full_text,4,15.151515151515152,,,4,15.151515151515152,1.0,3.787878787878788,3,11.363636363636363,2,7.575757575757576,,,,,,,,,,,1.0,3.787878787878788,,,1.0,3.787878787878788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b2_20_11_14_wj,intra_sentential_supported_v2,549,parser_full_text,14,25.500910746812387,1.0,1.8214936247723132,12,21.85792349726776,5.0,9.107468123861567,9,16.393442622950822,4,7.285974499089253,1.0,1.8214936247723132,2.0,3.6429872495446265,2.0,3.6429872495446265,,,,,,,,,2.0,3.6429872495446265,,,1.0,1.8214936247723132,,,,,1.0,1.8214936247723132,,,,,,,,,1.0,1.8214936247723132,1.0,1.8214936247723132,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b2_20_8_14_lx,intra_sentential_supported_v2,325,parser_full_text,3,9.230769230769232,,,3,9.230769230769232,,,3,9.230769230769232,2,6.153846153846154,,,,,1.0,3.076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b2_20_9_14_czr,intra_sentential_supported_v2,304,parser_full_text,5,16.44736842105263,1.0,3.289473684210526,4,13.157894736842104,2.0,6.578947368421052,3,9.868421052631579,2,6.578947368421052,,,1.0,3.289473684210526,1.0,3.289473684210526,,,1.0,3.289473684210526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cn_wr_b2_21_11_14_yn,intra_sentential_supported_v2,314,parser_full_text,3,9.554140127388534,,,3,9.554140127388534,1.0,3.1847133757961785,2,6.369426751592357,2,6.369426751592357,,,,,,,1.0,3.1847133757961785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
